Name,Arrival Time,TEU,Waiting Cost
Geronimo ,0.32,1119,3685
SS Claridon ,0.4,1001,3367
SSNR Seaview ,0.62,2808,3884
Morning Star ,0.98,1665,3381
The Henrietta  ,1.06,1262,3077
USS Intrepid ,1.59,2516,3969
HMS Avenger ,1.77,1078,3918
Ghost ,1.88,1817,3452
Love Nest ,2.06,2656,2984
USS Lansing ,2.3,1496,3358
Arabella ,2.54,1752,3906
Glencairn ,2.7,1789,4032
Empress ,2.85,1406,3323
Disco Volante ,3.15,2702,3268
HMS Chester ,3.44,1425,3713
Caledonia II  ,3.61,1290,3423
USS Charleston  ,4.18,2311,3195
USS Abraham Lincoln ,4.63,2256,3446
SS Antonia Graza ,4.83,1104,3426
HMS Avenger ,5.15,1638,3929
USS Bedford ,5.36,2321,3960
HMS Devonshire ,5.55,1481,3863
Deep Quest  ,5.65,1459,4377
Batavia Queen ,5.77,1199,3725
Rob Roy ,5.88,1885,2929
Poseidon ,5.96,1220,3396
USS Tiger Shark ,6.15,2046,3263
USS Charleston  ,6.34,1309,3157
USS Poseidon ,6.48,2141,3629
SS Minnow Johnson  ,6.63,2497,3205
Nautilus ,7.06,1273,3327
USS Aspen ,7.21,2136,4213
Nautilus ,7.41,1907,3355
USS Valhalla ,7.9,1511,3514
SS Essess  ,8.04,2504,3661
Immer Essen ,8.15,1799,3914
Nathan Ross ,8.36,1935,3700
USS Poseidon ,8.44,1579,3430
HMS Bedford ,8.54,1605,3781
Liparus ,9.17,2406,3566
SS Antonia Graza ,9.59,1798,3002
SS Venture ,9.87,2096,3918
SSN Ulysses ,10.0,2458,3838
SS Goliath ,10.1,2444,3672
Batavia Queen ,10.33,1248,4030
Angelina  ,10.51,1505,3113
USS San Pablo ,10.9,1614,3234
HMS Solent  ,10.97,1992,3141
Pequod ,11.5,2032,3683
Red Witch ,11.73,1460,3174
