Name,Arrival Time,TEU,Waiting Cost
Arabella ,0.23,1010,3466
Hai Peng ,0.5,1221,3493
HMS Lydia ,0.69,2064,3791
USS Copperfin ,0.92,1488,3814
SS Princess Irene,1.28,2134,3685
Orca ,1.58,1585,3163
USS Reluctant ,1.72,2291,3311
Jenny  ,2.11,1899,3669
Liparus ,2.39,1086,3764
USS Sawfish ,2.42,2691,3426
Deep Quest  ,2.67,1942,3645
HMS Interceptor ,3.16,2259,3538
Jenny  ,3.32,2182,3988
SS Crescent Star,3.49,2837,3020
Q Boat ,3.77,1864,3004
Red October ,4.02,2276,3488
USS Tigerfish ,4.33,2537,3925
Mary Deare ,4.42,1080,3695
Sea Cliff  ,4.75,2802,3863
Nathan Ross ,4.99,1560,3387
USS Starfish ,5.22,1800,3835
USS Starfish ,5.66,1373,3467
The Wanderer  ,5.76,1647,3229
USS Davies ,5.85,1686,3668
HMS Devonshire ,6.34,2693,3054
Acheron ,6.43,2468,3740
Love Nest ,6.86,2388,3713
Gloria N ,6.99,2656,3793
Sea Star ,7.31,2374,3378
Rights-of-Man ,7.51,1090,3999
USS Abraham Lincoln ,7.76,1687,3783
Ulysses ,8.3,1498,3882
USS Montana ,8.32,1687,3195
Red October ,8.32,1538,3352
HMS Solent  ,8.88,1501,3669
Edinburgh Trader ,8.76,1533,3817
Rachel ,9.03,1161,3673
Q Boat ,9.45,1619,3293
Rachel ,9.77,2737,3160
HMS Sherwood  ,10.0,1187,4000
Empress ,10.37,2767,3392
The Inferno ,10.56,2125,3254
USS Sea Tiger ,10.76,1706,3323
USS Sea Tiger ,11.07,2416,3022
IJN Shinaru ,11.21,2632,3710
HMS Sea Tiger ,11.59,1582,3461
USS Charleston  ,11.17,1436,3895
Arabella ,11.74,1222,3412
Orca ,12.43,2514,3078
Empress ,12.6,2314,3284
