Name,Arrival Time,TEU,Waiting Cost
Red October ,0.07,2056,3306
USS Reluctant ,0.23,1835,3495
Patna ,0.51,1511,3733
Arabella ,0.72,2362,3934
USS Reluctant ,0.81,1111,3598
Glencairn ,1.14,1497,3987
Yellow Submarine ,1.31,1536,3272
Q Boat ,1.49,1176,3299
SS Crescent Star,1.74,1657,3463
USS Belinda ,2.31,2562,3409
Black Hawk ,2.54,2346,3770
HMS Lydia ,2.96,2460,3718
USS Reluctant ,3.27,2456,2993
Benthic Explorer ,3.4,2910,3295
USS Thunderfish ,3.71,2482,3602
Black Swan ,3.82,2864,3479
HMS Sutherland ,4.02,1787,3150
Rob Roy ,4.07,1567,3998
Jenny ,4.61,1344,3155
Argo ,4.79,1241,3584
USS San Pablo ,4.92,2436,3674
HMS Endeavour ,5.21,2297,3725
SS Happy Wanderer ,5.8,2003,3593
Sea Star ,6.05,2274,3704
USS Haynes ,6.28,1042,3575
Rights-of-Man ,6.33,2340,3526
Gloria N ,6.51,2494,3626
SS Crescent Star,6.56,2464,3362
Gloria N ,6.78,1158,3036
Sea Cliff  ,7.07,1843,3848
Red October ,7.23,2200,3566
Elizabeth Dane ,7.42,2256,3265
Jenny ,7.61,2029,3479
Edinburgh Trader ,7.82,1571,2982
Saracen ,8.61,1675,3536
Red Dragon  ,8.87,2469,4029
Red October ,9.17,2119,3884
USS Poseidon ,9.57,2903,3483
HMS Sutherland ,9.79,2048,3725
USS San Pablo ,10.2,2982,3809
USS San Pablo ,10.37,2100,2659
Glencairn ,10.65,1581,4256
Albatross ,10.75,1112,3706
Immer Essen ,11.01,2982,3511
HMS Nereid  ,11.11,1696,3608
USS Aspen ,11.2,1614,3408
Sea Star ,11.36,2288,3027
The Flying Wasp ,11.58,2579,3417
USS Sawfish ,11.71,1098,3273
Academic Vladislav Volkov ,11.89,2489,3404
