Name,Arrival Time,TEU,Waiting Cost
Altair ,0.07,1134,3522
USS Intrepid ,0.16,2583,3736
Q Boat ,0.44,2616,3500
Stealth Ship ,0.62,1002,3070
Glencairn ,0.9,1826,3025
MS Ergenstrasse ,1.14,2165,3349
USS Bedford ,1.31,2649,2821
Dulcibella ,1.51,2697,3735
MS Ergenstrasse ,1.63,2432,3176
HMS Interceptor ,2.0,2530,3713
Reaper  ,2.17,2288,3961
Ning-Po  ,2.5,2612,3558
SS Goliath ,2.79,2735,4241
Aquanaut 3  ,3.8,1942,3733
HMS Avenger ,4.24,1507,3928
USS Intrepid ,4.52,2013,3407
HMS Defiant ,4.7,1037,3319
Academic Vladislav Volkov ,5.12,1434,3873
IJN Shinaru ,5.38,2352,3690
Benthic Explorer ,5.54,2038,3805
HMS Sutherland ,5.68,1898,3682
Poseidon ,5.81,2459,3814
Benthic Explorer ,5.87,1563,3125
The Inferno ,5.95,1307,3473
The Wanderer  ,6.0,2659,3881
Aquanaut 3  ,6.35,2042,3088
HMS Avenger ,6.79,2616,4080
The Wanderer  ,6.89,1970,3537
Nathan Ross ,7.04,1254,2990
HMS Viperess ,7.4,2774,3201
USS Oakland ,7.67,1264,3366
SS Chiku Shan ,7.82,1348,3724
Academic Vladislav Volkov ,8.1,2002,3690
Caledonia II  ,8.22,2012,3765
St. Georges ,8.41,1666,3835
Red Witch ,8.75,1646,3461
USS Valhalla ,8.84,2555,3432
HMS Venus ,9.32,2341,3616
HMS Sea Tiger ,9.37,2353,3975
HMS Compass Rose ,9.57,2824,4106
HMS Saltash Castle ,9.69,2440,3217
USS Caine ,9.83,1370,3502
Reaper  ,10.07,2208,3118
HMS Saltash Castle ,10.27,1784,3385
SSN Ulysses ,10.36,2267,3927
USS Starfish ,10.71,1427,3555
Poseidon ,10.98,2119,3464
HMS Lydia ,11.21,2690,3297
Dulcibella ,11.53,2763,3503
USS Dragonfish ,11.63,1671,3809
