Name,Arrival Time,TEU,Waiting Cost
HMS Shag at Sea  ,0.26,2288,3307
Love Nest ,0.42,2736,3080
Rachel ,0.87,1074,3178
SSNR Seaview ,0.97,1186,3213
Benthic Explorer ,1.18,1384,3584
Aquanaut 3  ,1.52,1152,3535
USS Belinda ,1.67,2336,3961
SS Princess Irene,1.92,1204,3232
Black Pearl ,2.2,1184,3917
Morning Star ,2.53,1594,3077
USS Pequod  ,2.75,2583,3151
Pequod ,2.97,2428,3072
HMS Venus ,3.27,1844,3470
USS Thunderfish ,3.5,2567,3543
Amindra ,4.03,1886,3307
Wonkatania ,4.01,2780,3385
HMS Defiant ,4.42,2315,3566
HMS Bedford ,4.73,2820,3302
SS Crescent Star,4.6,1387,3412
The Flying Wasp ,4.88,2338,3957
Belafonte ,5.4,1180,3977
Black Pearl ,5.4,2765,3225
Stealth Ship ,5.92,2248,3100
USS Intrepid ,6.21,2851,3151
Q Boat ,6.19,2769,3886
Hai Peng ,6.29,1869,3896
HMS Interceptor ,6.76,2572,3187
HMS Saltash Castle ,6.94,2199,3154
Saracen ,7.28,1818,3383
Rob Roy ,7.54,2996,3959
HMS Venus ,7.95,2975,3396
Rachel ,8.16,2275,3762
SS Minnow Johnson  ,8.13,2858,3061
SS Venture ,8.21,1209,3638
African Queen ,8.88,2088,3586
St. Georges ,9.08,1567,3989
Yellow Submarine ,9.39,1602,3284
Reaper  ,9.61,2638,3004
USS Davies ,9.85,2397,3280
Reaper  ,10.1,1379,3145
USS Reluctant ,9.72,2344,3415
SS Crescent Star,10.65,1044,3597
Dulcibella ,10.99,1016,3470
Geronimo ,10.89,2742,3460
HMS Viperess ,11.09,1889,3033
USS Lansing ,11.81,1176,3803
Academic Vladislav Volkov ,11.77,1116,3229
Disco Volante ,12.12,2065,3093
Nautilus ,12.34,2971,3560
Patna ,12.56,1263,3527
