Name,Arrival Time,TEU,Waiting Cost
Aeolus ,0.08,1070,3646
USS Dragonfish ,0.31,1408,3234
SS Claridon ,0.46,1768,3389
Gloria N ,0.62,1602,3449
HMS Shag at Sea  ,0.81,2288,4104
USS Stingray  ,0.87,1276,3415
Orca ,1.01,1529,3765
HMS Sutherland ,1.22,1462,3545
USS Belinda ,1.44,1342,3556
Yellow Submarine ,1.59,2218,3772
USS Intrepid ,1.78,2449,3314
Deep Quest  ,2.14,1182,3437
The Flying Wasp ,2.29,1088,2931
HMS Saltash Castle ,2.46,1943,3304
Proteus  ,2.7,1286,3176
USS Bedford ,2.82,2746,3856
USS Valhalla ,2.94,2376,3316
Batavia Queen ,3.18,2627,3805
SS Happy Wanderer ,3.33,1855,3775
Jenny ,3.48,1104,3714
HMS Solent  ,3.59,2910,3521
USS Oakland ,3.87,2706,3780
HMS Devonshire ,4.0,2837,3191
SS Andes ,4.15,1617,3451
SS Claridon ,4.86,2617,3866
Ning-Po  ,4.97,2630,4064
Jenny  ,5.35,1036,3490
Saracen ,5.65,1439,3678
Rachel ,6.03,2150,3922
SS Antonia Graza ,6.24,2185,3628
USS Reluctant ,6.33,2130,3246
SS Happy Wanderer ,6.63,2027,3901
Rachel ,6.9,1650,3872
Black Swan ,7.04,2186,3824
Flying Dutchman ,7.33,2946,3435
Reaper  ,7.45,1914,3472
HMS Venus ,7.56,1387,3446
USS Poseidon ,7.83,1329,3972
Caledonia II  ,8.05,1189,3817
Ulysses ,8.57,2996,3458
St. Georges ,8.76,2342,3224
Turtle  ,8.94,1840,3528
USS Caine ,9.47,1712,3667
HMS Sutherland ,9.62,1111,3717
HMS Saltash Castle ,9.77,2733,3408
Liparus ,9.96,1427,3796
Caledonia II  ,10.12,1081,3835
HMS Lydia ,10.21,2602,3986
HMS Sea Tiger ,10.67,1958,3338
Angelina  ,10.92,2109,3622
