Name,Arrival Time,TEU,Waiting Cost
Jenny ,0.25,1615,3818
Deep Quest  ,0.52,1489,3716
Academic Vladislav Volkov ,0.75,2361,3192
HMS Interceptor ,1.02,2301,3592
HMS Bedford ,1.26,2244,3719
Argonautica ,1.53,2584,3937
SS Britannic ,1.84,2815,3876
Mary Deare ,2.08,1150,3929
Rob Roy ,2.17,1408,3730
Ning-Po  ,2.52,2189,3642
Benthic Explorer ,2.79,1355,3214
USS Reluctant ,2.81,1333,3599
The Flying Wasp ,3.11,1963,3526
HMS Victoria ,3.57,2092,3086
USS Tiger Shark ,3.38,2932,3995
Red October ,3.98,1231,3128
Arabella ,4.0,2313,3201
USS Starfish ,4.52,1337,3231
USS Valhalla ,4.54,1210,3513
Belafonte ,4.96,1396,3676
SS Venture ,5.62,1979,3967
Belafonte ,5.46,1760,3357
USS Reluctant ,5.73,2190,3524
U-571  ,5.83,2999,3955
Amindra ,6.12,1916,3065
USS Stingray  ,6.72,1757,3562
Stealth Ship ,6.57,1493,3415
Orca ,6.98,1023,3036
Flying Dutchman ,7.17,2506,3890
Jenny  ,7.43,1287,3683
HMS Sherwood  ,7.61,2705,3279
HMS Nereid  ,8.33,2119,3259
Sea Cliff  ,7.82,2658,3537
Aquanaut 3  ,8.64,2257,3322
Morning Star ,8.73,1459,3935
USS Reluctant ,8.72,2732,3312
USS Tiger Shark ,8.89,1460,3710
Benthic Explorer ,9.67,1024,3192
USS Belinda ,9.92,2519,3495
Jenny  ,9.96,1301,3282
USS Bedford ,10.02,1087,3231
The Henrietta  ,10.66,1263,3367
Academic Vladislav Volkov ,11.33,2269,3598
SS Essess  ,10.86,1813,3109
Brandenburg ,11.34,1117,3074
Angelina  ,11.55,2619,3537
USS Reluctant ,11.88,1151,3342
Disco Volante ,12.48,2080,3340
Q Boat ,12.47,2624,3327
Reaper  ,12.28,1126,3941
