Name,Arrival Time,TEU,Waiting Cost
Glencairn ,0.22,1773,3484
HMS Torrin ,0.36,2257,3740
Nathan Ross ,0.63,1687,3926
Deep Quest  ,0.71,2424,3667
HMS Victoria ,1.02,1989,3984
HMS Sea Tiger ,1.07,2980,3293
SS Claridon ,1.3,1748,3473
USS Intrepid ,1.48,1445,3615
MS Ergenstrasse ,1.56,2149,4166
Rachel ,1.63,2269,4015
The Wanderer  ,1.83,2073,3247
HMS Sherwood  ,1.98,1007,3528
Hai Peng ,2.31,1830,3558
HMS Sutherland ,2.83,1885,3934
USS Tiger Shark ,2.98,2376,3080
Red Witch ,3.28,1904,3364
Glencairn ,3.47,2119,3290
Sea Cliff  ,3.9,1166,3289
Glencairn ,4.33,2582,3587
SS Andes ,4.67,1377,3543
Disco Volante ,4.97,1683,3494
Red Dragon  ,5.16,2916,3457
Mary Deare ,5.47,1307,3952
SS Britannic ,5.69,1280,3757
Dulcibella ,5.97,2211,3879
Caledonia II  ,6.12,1051,3891
African Queen ,6.36,1003,4168
USS Dragonfish ,6.64,2885,3555
Aquanaut 3  ,7.13,1322,3434
Orca ,7.55,1886,4029
Dulcibella ,7.65,2586,4041
HMS Defiant ,7.83,2151,3732
Argonautica ,8.04,1952,3264
USS Intrepid ,8.35,1020,3893
IJN Shinaru ,8.68,2084,4118
USS Belinda ,9.1,2195,3531
HMS Viperess ,9.3,2302,3736
Immer Essen ,9.39,2961,3613
Patna ,9.59,2167,3664
USS Echo ,10.02,1754,3689
Albatross ,10.3,1509,3652
HMS Chester ,10.54,2125,3748
SS Minnow Johnson  ,10.97,1716,3298
HMS Sea Tiger ,11.1,2713,3415
USS Sawfish ,11.55,1190,4016
Jenny  ,11.66,1155,3483
USS Copperfin ,11.8,2261,3213
Edinburgh Trader ,11.87,1787,3944
Academic Vladislav Volkov ,12.12,2422,3370
HMS Avenger ,12.68,1280,3814
