Name,Arrival Time,TEU,Waiting Cost
USS Montana ,0.2,2938,3592
HMS Endeavour ,0.39,2883,3427
MS Ergenstrasse ,0.53,2216,3643
USS Davies ,0.87,2850,2854
IJN Shinaru ,1.05,2535,3323
USS Sawfish ,1.19,2722,3789
USS Oakland ,1.3,1410,3265
Jenny ,1.53,2185,3308
USS Caine ,1.77,2809,3785
HMS Bedford ,1.83,1128,3379
Brandenburg ,2.04,1338,3891
USS Davies ,2.17,2129,3401
Red October ,2.43,1178,3944
SS Antonia Graza ,2.53,2177,3595
The Inferno ,2.8,2618,3954
St. Georges ,3.15,2740,3605
USS Belinda ,3.56,2436,3235
Jenny ,3.63,1577,3931
USS Tigerfish ,3.91,1065,3553
SS Venture ,4.14,1946,3547
USS Pequod  ,4.48,1576,3716
Albatross ,4.67,2761,3937
Orca ,4.92,1396,3686
Orca ,5.16,1738,4063
Black Hawk ,5.44,1378,3813
SS Chiku Shan ,5.62,2157,3649
Jenny  ,5.96,1231,3687
Gloria N ,6.63,2943,3907
USS Tiger Shark ,6.95,2381,3502
Rights-of-Man ,7.15,1994,3385
Red Dragon  ,7.56,1776,3211
Argonautica ,7.73,1172,3420
Amindra ,7.88,2646,3772
Poseidon ,8.01,1434,3516
USS Pequod  ,8.19,1744,3699
Nathan Ross ,8.41,2068,3679
USS Sawfish ,8.48,2580,3688
Rachel ,8.64,2982,3327
USS Haynes ,8.89,2808,3967
Orca ,8.96,1907,3697
USS Bedford ,9.02,1992,3306
Belafonte ,9.38,2437,3453
USS San Pablo ,9.7,2796,3689
USS Tiger Shark ,9.96,1826,3686
Morning Star ,10.26,1539,3446
Hahnchen Maru ,10.35,2407,3799
Aeolus ,10.95,1931,3385
Altair ,11.29,2344,3970
Brandenburg ,11.62,2230,3783
SSNR Seaview ,11.81,2642,3669
