Name,Arrival Time,TEU,Waiting Cost
SS Andes ,0.23,2275,3350
USS Intrepid ,0.37,2764,3132
Academic Vladislav Volkov ,1.14,1601,3596
Aquanaut 3  ,1.39,2195,3621
Altair ,1.94,2737,3490
Dulcibella ,2.01,2181,3742
Red Dragon  ,2.15,1766,3650
Aeolus ,2.34,2643,3526
Argonautica ,2.66,1681,3943
USS Tiger Shark ,2.84,1503,3380
Mary Deare ,2.97,2304,3139
Sea Star ,3.2,1684,3781
HMS Shag at Sea  ,3.36,1493,3931
USS Sea Tiger ,3.7,2972,3440
Pequod ,3.91,2399,3578
Poseidon ,4.53,1344,3863
Caledonia II  ,4.71,1901,3755
African Queen ,5.02,2680,3435
HMS Sutherland ,5.23,2024,3050
USS Echo ,5.47,1491,3340
Sea Star ,5.59,1456,3531
USS Starfish ,5.84,2640,3233
Brandenburg ,6.08,2002,3562
USS Copperfin ,6.29,2532,3660
MS Ergenstrasse ,6.72,2148,3931
Edinburgh Trader ,6.9,1152,3059
USS Starfish ,7.04,1243,4051
Liparus ,7.16,1547,3537
HMS Devonshire ,7.53,2387,3561
HMS Sutherland ,7.79,2379,3774
Argonautica ,8.25,1704,3971
USS Sawfish ,8.43,1655,3743
USS Thunderfish ,8.9,2216,3426
HMS Nereid  ,9.12,2320,4305
Yellow Submarine ,9.23,1190,3488
Wonkatania ,9.4,2445,3800
HMS Victoria ,9.46,1937,3221
Aquanaut 3  ,9.62,2776,2979
USS Pequod  ,9.77,1952,3856
Geronimo ,9.94,2115,3910
HMS Shag at Sea  ,10.47,1539,3525
USS Sawfish ,10.65,1883,3772
HMS Nereid  ,10.74,2764,4346
USS Pequod  ,10.82,1097,3748
HMS Lydia ,11.09,2878,3848
Belafonte ,11.38,2792,3323
Orca ,12.41,1804,3907
HMS Torrin ,12.54,2218,3322
Academic Vladislav Volkov ,12.72,1731,3526
Black Hawk ,12.95,1681,3609
