Name,Arrival Time,TEU,Waiting Cost
HMS Endeavour ,0.18,1343,3873
HMS Sherwood  ,0.42,2456,3682
SS Chiku Shan ,0.54,1571,3404
Jenny ,1.3,1980,3800
HMS Endeavour ,1.91,2067,3707
USS Dragonfish ,2.29,1009,3345
USS Sea Tiger ,2.63,1752,3850
MS Ergenstrasse ,2.89,1417,4053
Jenny ,3.14,1525,3768
USS Dragonfish ,3.71,2795,4176
The Flying Wasp ,4.28,2692,3957
Elizabeth Dane ,4.69,1371,3203
HMS Sherwood  ,5.02,2059,3343
Black Pearl ,5.25,1095,3647
USS Thunderfish ,5.38,2100,3667
USS Sea Tiger ,5.45,1891,3709
Red Witch ,5.6,2991,4228
HMS Defiant ,5.81,2736,3324
USS Thunderfish ,5.97,2091,3534
Black Pearl ,6.15,1554,3793
Geronimo ,6.33,1805,4136
SS Andes ,6.63,1964,3498
SS Britannic ,7.1,2008,3231
Argo ,7.39,1932,3658
USS Charleston  ,7.6,2719,3733
HMS Nereid  ,7.72,2053,3286
USS Echo ,7.81,1567,3364
HMS Interceptor ,8.4,2281,3295
HMS Lydia ,8.46,2707,3302
Black Pearl ,8.91,1862,3541
SS Britannic ,9.01,2067,3290
SS Claridon ,9.17,1304,3809
SSN Ulysses ,9.36,2835,3829
USS San Pablo ,9.49,2482,3512
USS Scotia  ,9.7,1212,3773
The Wanderer  ,10.28,1815,3433
Glencairn ,10.5,1385,3767
Benthic Explorer ,10.73,1431,3260
HMS Endeavour ,11.06,2841,3467
USS Pequod  ,11.16,2364,3339
HMS Shag at Sea  ,11.42,2763,3622
U-571  ,11.81,2655,3802
SS Venture ,12.2,2438,3578
HMS Solent  ,12.58,2824,3253
SS Chiku Shan ,12.76,2048,3458
USS Sawfish ,13.0,1348,3529
Aeolus ,13.26,1270,3946
The Inferno ,13.34,1669,3756
SSN Ulysses ,13.74,1655,3573
USS Scotia  ,14.01,1239,3332
