Name,Arrival Time,TEU,Waiting Cost
Belafonte ,0.25,1778,3954
HMS Sea Tiger ,0.47,1053,3104
Hahnchen Maru ,0.76,2323,3850
Amindra ,0.91,1693,3427
SS Claridon ,1.21,1943,3913
Hai Peng ,1.59,2083,3908
USS Haynes ,1.73,2230,3513
Q Boat ,1.86,2261,3935
HMS Bedford ,2.32,2354,3171
Liparus ,2.54,2106,3535
Rob Roy ,2.77,2161,3840
USS Copperfin ,3.12,1829,3319
Nathan Ross ,3.33,1157,3305
USS Intrepid ,3.58,2171,3543
IJN Shinaru ,3.86,1065,3644
Proteus  ,4.18,2627,3485
Stealth Ship ,4.18,1758,3271
USS Abraham Lincoln ,4.48,1477,3163
HMS Shag at Sea  ,4.67,2628,3448
Jenny ,4.8,1140,3014
MS Ergenstrasse ,5.2,1930,3588
Nathan Ross ,5.64,1270,3389
USS Intrepid ,6.01,1851,3796
SS Essess  ,6.05,1046,3389
St. Georges ,6.49,1181,3257
Rob Roy ,6.25,2237,3816
Empress ,6.62,2015,3148
Patna ,7.19,1535,3220
Belafonte ,7.2,1058,3775
SS Goliath ,7.42,1231,3103
Benthic Explorer ,7.29,2936,3810
Proteus  ,7.85,1227,3715
USS Intrepid ,8.2,1078,3574
SS Happy Wanderer ,8.44,1979,3782
The Wanderer  ,8.4,2327,3741
Patna ,8.76,1060,3094
HMS Shag at Sea  ,8.97,2392,3192
USS Tiger Shark ,9.89,1500,3192
HMS Devonshire ,9.83,2552,3307
Starfish  ,10.04,1734,3530
HMS Compass Rose ,10.21,2708,3346
USS Lansing ,10.32,2538,3166
HMS Viperess ,11.07,2941,3415
SS Minnow Johnson  ,10.78,2708,3846
Angelina  ,11.51,1447,3442
Turtle  ,11.18,1248,3921
Immer Essen ,12.08,1813,3620
Rights-of-Man ,11.97,1975,3683
HMS Chester ,12.33,1521,3857
USS Sawfish ,12.75,1246,3208
