Name,Arrival Time,TEU,Waiting Cost
Acheron ,0.21,2772,4258
HMS Viperess ,0.47,1357,3218
SSNR Seaview ,0.6,2515,3216
Q Boat ,1.12,1273,3502
Academic Vladislav Volkov ,1.5,1312,3639
Hai Peng ,1.6,2283,3773
HMS Saltash Castle ,1.75,1776,3379
HMS Nereid  ,1.92,2173,3518
HMS Bedford ,2.13,2466,3722
HMS Sea Tiger ,2.39,2883,3662
HMS Saltash Castle ,2.73,1788,3560
Starfish  ,2.92,2119,3056
Pequod ,3.07,1900,3474
SS Princess Irene,3.39,1980,3268
Hahnchen Maru ,3.67,1019,3457
Ning-Po  ,3.93,1981,3473
Deep Quest  ,4.03,1023,3888
USS Charleston  ,4.17,2777,2961
HMS Defiant ,4.32,2094,3661
Edinburgh Trader ,4.69,1153,3785
USS Stingray  ,5.41,1740,3191
Ning-Po  ,5.52,2745,3699
Belafonte ,5.64,2360,3337
SS Goliath ,5.82,2027,3556
Caledonia II  ,6.28,2173,3796
Sea Cliff  ,6.61,1719,4040
Ghost ,6.76,1720,3489
HMS Saltash Castle ,7.08,2238,3320
Love Nest ,7.2,2876,4254
Geronimo ,7.3,1099,3403
HMS Sherwood  ,7.39,1884,3700
Benthic Explorer ,7.56,1635,3546
Liparus ,7.8,2584,3805
SS Goliath ,7.94,1019,3644
Turtle  ,8.03,1057,2896
USS Scotia  ,8.13,2267,3540
USS Haynes ,8.24,1895,3851
Stealth Ship ,8.33,1098,4038
The Inferno ,8.8,2345,3298
Amindra ,8.88,1310,3790
U-571  ,9.19,2900,3359
SS Chiku Shan ,9.33,1195,3406
Dulcibella ,9.65,2587,4132
Disco Volante ,9.77,2438,3473
Q Boat ,10.0,2482,4050
USS Dragonfish ,10.2,1544,3331
SS Britannic ,10.29,2713,3983
SSN Ulysses ,10.49,2381,3897
SS Antonia Graza ,10.54,1079,3505
Geronimo ,10.71,1537,3869
