Name,Arrival Time,TEU,Waiting Cost
Batavia Queen ,0.19,1623,3045
USS Aspen ,0.47,1083,3537
Hahnchen Maru ,0.74,1718,3391
Saracen ,0.93,2295,3954
Empress ,1.34,2275,3954
USS Montana ,1.35,1671,3419
HMS Solent  ,1.81,2572,3966
HMS Venus ,2.01,1199,3679
Academic Vladislav Volkov ,2.24,2118,3003
USS Abraham Lincoln ,2.57,2457,3785
SS Antonia Graza ,2.85,1015,3386
USS Abraham Lincoln ,2.97,1990,3862
The Inferno ,3.19,1425,3564
HMS Lydia ,3.59,2761,3938
The Wanderer  ,3.73,2794,3639
Patna ,4.04,1528,3521
Orca ,4.2,2646,3363
HMS Avenger ,4.56,1933,3875
USS Lansing ,4.79,1772,3208
HMS Viperess ,5.41,1070,3549
SSN Ulysses ,5.26,1597,3347
USS Oakland ,5.59,2354,3752
Empress ,5.82,2905,3490
HMS Viperess ,5.8,2750,3596
USS Intrepid ,6.07,1125,3928
HMS Venus ,6.41,1697,3836
USS Echo ,6.84,2267,3412
Aquanaut 3  ,7.03,2191,3122
USS Lansing ,7.29,1010,3955
Batavia Queen ,7.23,1232,3732
Morning Star ,7.87,2776,3747
SS Antonia Graza ,8.02,1021,3553
USS Montana ,8.48,1184,3092
USS Scotia  ,8.38,2747,3572
HMS Endeavour ,8.78,1393,3247
Ning-Po  ,8.75,1516,3366
Nautilus ,9.4,2724,3298
Ghost ,9.66,2253,3040
Caledonia II  ,9.49,2991,3344
USS Haynes ,10.19,2864,3039
USS Tiger Shark ,10.13,1403,3577
Sea Star ,10.56,1726,3488
The Wanderer  ,10.88,1469,3177
Dulcibella ,10.94,2591,3761
The Flying Wasp ,11.49,2238,3085
Reaper  ,11.41,1899,3898
HMS Endeavour ,11.93,1545,3935
HMS Devonshire ,12.23,1553,3415
Yellow Submarine ,12.05,1582,3033
Morning Star ,12.4,2445,3081
