Name,Arrival Time,TEU,Waiting Cost
Jenny ,0.28,2701,3454
USS Echo ,0.49,1425,3482
Arabella ,0.64,2687,3692
HMS Sherwood  ,0.83,2067,3610
Turtle  ,0.9,1463,4081
Rachel ,1.0,2657,3736
USS Poseidon ,1.21,2261,3617
HMS Devonshire ,1.37,2308,3225
HMS Sherwood  ,1.56,1924,3632
The Flying Wasp ,1.71,2286,3431
HMS Chester ,1.88,2892,3832
USS Poseidon ,2.15,1409,3666
USS Charleston  ,2.24,2966,3951
Jenny ,2.46,1705,3509
HMS Devonshire ,2.67,2848,3899
HMS Sutherland ,2.92,1518,3161
HMS Torrin ,3.12,2865,3534
The Wanderer  ,3.31,1174,3374
Mary Deare ,3.99,1908,3879
HMS Chester ,4.17,1517,3899
USS Starfish ,4.26,2419,3616
HMS Sherwood  ,4.5,1824,3346
USS Oakland ,5.0,1364,3858
Batavia Queen ,5.22,1010,3215
Pequod ,5.4,2279,3268
The Wanderer  ,5.53,1326,3828
HMS Compass Rose ,5.75,1797,3400
HMS Torrin ,6.1,2971,3619
IJN Shinaru ,6.35,2290,3640
SS Chiku Shan ,6.57,1444,3823
Academic Vladislav Volkov ,7.0,2147,3329
Red Dragon  ,7.25,2431,3586
IJN Shinaru ,7.6,2366,3566
St. Georges ,7.91,1085,3817
HMS Lydia ,8.59,1803,3935
Orca ,8.95,2894,3671
Batavia Queen ,9.14,2438,2914
USS Abraham Lincoln ,9.25,2853,3864
HMS Interceptor ,9.54,2260,3569
SS Antonia Graza ,9.67,2038,3671
HMS Shag at Sea  ,9.8,1966,3774
Altair ,9.87,2109,3763
Hahnchen Maru ,10.01,1353,4007
HMS Sherwood  ,10.2,2892,3623
USS Reluctant ,10.43,2591,4038
Poseidon ,10.82,2550,3699
Black Swan ,11.05,1078,3304
USS Aspen ,11.25,1574,3867
USS Stingray  ,11.47,2553,3671
Gloria N ,11.63,2603,3315
