Name,Arrival Time,TEU,Waiting Cost
USS Poseidon ,0.6056251568689986,1128,3854
SSNR Seaview ,0.7468532758575237,2014,3536
Poseidon ,0.9527119429389603,2934,3323
Arabella ,1.0448060050713057,2305,3610
SSNR Seaview ,1.2179252564901966,2117,3598
Q Boat ,1.370030155597612,2197,3571
USS Davies ,1.5475796598586071,1803,3989
IJN Shinaru ,1.692585447316359,1148,3121
SS Essess  ,2.0693164315024806,1041,3993
Black Swan ,2.3720240130569037,2459,3720
Empress ,2.5521255454500835,2958,3393
Yellow Submarine ,2.6820788362530146,2588,3816
HMS Venus ,3.0435346729793196,1605,3483
The Wanderer  ,3.4640912739914715,1468,3477
Disco Volante ,3.6748398243986506,1265,3177
Edinburgh Trader ,3.7763220149750705,2598,3757
The Flying Wasp ,4.409409821197602,1244,3409
Rights-of-Man ,4.754929042073722,2224,3824
HMS Lydia ,4.843771113293297,1597,3750
Rob Roy ,5.004502677411439,2336,3374
USS Stingray  ,5.698692096080025,1617,3771
USS Charleston  ,5.891685099463126,1983,3822
USS Tiger Shark ,5.9931393146782295,1779,3020
Ulysses ,6.555214475691325,1015,3206
African Queen ,6.7198133506555795,2528,3206
The Flying Wasp ,6.854128291784428,2345,3572
Hahnchen Maru ,6.972682059208247,2084,3320
St. Georges ,7.167113060199016,1553,3154
Morning Star ,7.343605222977369,2743,3178
St. Georges ,7.6100794633600275,2352,3339
Yellow Submarine ,7.925866501240367,1507,3182
HMS Victoria ,8.442513024804384,1543,3435
Stealth Ship ,8.63594060821314,2056,3548
USS San Pablo ,8.757534441443557,1657,3157
African Queen ,8.904406230040259,1078,3705
HMS Sea Tiger ,9.1121488764394,1954,3942
SS Minnow Johnson  ,9.192289183809294,1024,3866
Gloria N ,9.440060793549991,2247,3411
Gloria N ,9.543827025566381,1676,3811
Geronimo ,10.102014490409172,1864,3281
HMS Lydia ,10.606164295368197,2850,3969
HMS Endeavour ,10.702107936838129,1440,3073
USS Abraham Lincoln ,11.433924902822593,1178,3340
Sea Star ,11.487974800903176,2330,3504
Wonkatania ,11.595752536810386,2149,3302
USS Poseidon ,12.078598490080317,1967,3491
Sea Star ,12.2147092322217,2759,3711
Rights-of-Man ,12.930835147341533,2737,3118
Ulysses ,13.191320225879487,1894,3787
Geronimo ,13.578789258300286,1840,3858
