Name,Arrival Time,TEU,Waiting Cost
USS Abraham Lincoln ,0.24,2159,3185
Nathan Ross ,0.43,2282,3995
HMS Sea Tiger ,0.79,2380,3865
Saracen ,0.9,2420,3800
Stealth Ship ,1.3,2145,3973
USS Starfish ,1.53,1722,3002
The Wanderer  ,1.74,1257,3316
Benthic Explorer ,1.96,2094,3808
SS Happy Wanderer ,2.24,1469,3496
Red Dragon  ,2.6,1065,3959
Caledonia II  ,2.92,1138,3664
Deep Quest  ,3.12,1866,3797
USS Davies ,3.28,2344,3105
Sea Cliff  ,3.23,2721,3830
St. Georges ,3.71,2038,3148
U-571  ,4.08,1130,3247
USS Starfish ,4.41,1689,3654
USS Pequod  ,4.43,2907,3741
African Queen ,4.93,2142,3244
Amindra ,4.82,2450,3076
HMS Chester ,5.3,1465,3993
USS Lansing ,5.6,2053,3842
Albatross ,5.51,1548,3675
USS Charleston  ,5.84,2302,3726
Empress ,6.49,1598,3633
SS Chiku Shan ,6.46,2488,3970
USS Dragonfish ,6.42,2753,3059
Acheron ,7.04,1359,3957
SSNR Seaview ,7.11,2155,3393
HMS Avenger ,7.49,2754,3891
USS Lansing ,7.39,1427,3695
USS Caine ,8.16,1797,3203
USS Tiger Shark ,8.23,1278,3257
SSNR Seaview ,8.36,1050,3436
USS Oakland ,8.67,1884,3166
Immer Essen ,9.03,1091,3996
USS Aspen ,9.03,1062,3465
SS Happy Wanderer ,9.69,2056,3627
SS Sea Witch ,9.57,2717,3868
HMS Shag at Sea  ,9.92,1127,3750
The Inferno ,10.39,1655,3692
HMS Sea Tiger ,10.72,1328,3115
HMS Bedford ,10.72,2268,3060
HMS Sea Tiger ,10.85,1036,3529
HMS Nereid  ,11.78,2073,3857
SS Happy Wanderer ,11.13,1950,3531
Rachel ,11.82,2410,3064
Deep Quest  ,12.09,1138,3766
U-571  ,12.52,2826,3468
Altair ,12.35,1859,3676
