Name,Arrival Time,TEU,Waiting Cost
USS Scotia  ,0.48,1307,3415
HMS Sherwood  ,0.64,2620,3423
HMS Nereid  ,0.91,2219,3583
SS Crescent Star,1.02,2502,4189
Aquanaut 3  ,1.18,1787,3913
HMS Victoria ,1.38,2199,3893
Albatross ,1.53,1041,3775
Nautilus ,1.7,2530,3811
Jenny ,1.73,1776,3699
USS Starfish ,2.03,2594,3994
HMS Bedford ,2.34,1767,3976
SS Venture ,2.76,1913,3907
SS Goliath ,3.29,1968,3260
USS Tiger Shark ,3.34,2729,3568
Caledonia II  ,3.58,1300,3345
Love Nest ,3.73,1994,3280
USS Starfish ,3.91,1689,3121
USS Davies ,4.02,2535,3287
Aeolus ,4.24,1719,3602
Patna ,4.36,2594,3967
Argonautica ,4.67,2574,3829
SS Happy Wanderer ,4.86,2578,3111
Reaper  ,5.12,1519,3876
Aeolus ,5.34,1843,3517
Jenny ,5.95,2264,3824
HMS Sutherland ,6.11,1016,4039
Altair ,6.31,2373,3664
HMS Victoria ,6.4,2466,3359
SS Minnow Johnson  ,6.77,1256,3377
Argonautica ,7.07,1628,3725
Proteus  ,7.34,2831,3990
Q Boat ,7.45,2987,4008
Hahnchen Maru ,7.54,1956,3923
USS Belinda ,7.69,1358,3614
Benthic Explorer ,7.98,2208,3788
Red Dragon  ,8.74,2714,4156
SS Princess Irene,8.95,2131,3484
Sea Cliff  ,9.26,1182,3576
Saracen ,9.47,2836,3678
HMS Torrin ,9.51,1433,3513
USS Lansing ,9.61,1610,3709
SSN Ulysses ,9.97,2878,3974
Gloria N ,10.18,2493,3602
HMS Sherwood  ,10.39,2858,3865
Reaper  ,10.86,1846,3114
Red Dragon  ,10.94,2892,3754
USS Haynes ,11.22,1674,3656
Immer Essen ,11.37,1311,3553
IJN Shinaru ,11.48,2800,3420
The Henrietta  ,11.66,1641,3467
