Name,Arrival Time,TEU,Waiting Cost
Poseidon ,0.25,2535,3221
Geronimo ,0.51,1835,3091
HMS Bedford ,0.81,2308,3199
Geronimo ,1.05,1875,3149
USS Valhalla ,1.28,2380,3498
HMS Lydia ,1.54,2621,3645
HMS Saltash Castle ,1.62,2661,3374
USS Thunderfish ,1.88,1630,3937
Black Hawk ,2.14,2730,3694
USS Haynes ,2.56,1899,3070
HMS Nereid  ,2.57,1100,3039
Hai Peng ,3.15,2400,3637
Jenny ,3.05,2107,3081
HMS Endeavour ,3.39,1170,3835
Disco Volante ,3.89,2844,3372
HMS Compass Rose ,4.03,1024,3089
Argo ,4.33,2790,3770
Ulysses ,4.7,1956,3615
Sea Cliff  ,4.62,1681,3089
Yellow Submarine ,4.84,2101,3656
U-571  ,5.26,1104,3298
USS Tigerfish ,5.5,2671,3291
HMS Sherwood  ,5.97,2627,3208
HMS Venus ,6.06,1441,3071
SSNR Seaview ,6.27,1105,3334
The Inferno ,6.65,2360,3459
Deep Quest  ,6.69,1256,3723
USS Starfish ,7.05,2633,3125
Argo ,7.42,1124,3829
USS Charleston  ,7.46,2153,3377
Orca ,7.64,2047,3826
Dulcibella ,8.11,2466,3493
HMS Solent  ,8.3,2578,3500
USS Thunderfish ,8.51,2896,3320
Dulcibella ,8.91,2471,3301
USS Lansing ,9.06,2655,3584
SS Princess Irene,9.34,1753,3992
Benthic Explorer ,9.68,1988,3617
HMS Devonshire ,9.47,1097,3153
MS Ergenstrasse ,9.84,2095,3809
Empress ,10.53,2418,3263
USS Tiger Shark ,10.38,1152,3335
SS Britannic ,10.78,1550,3781
SS Britannic ,10.61,2223,3709
Red October ,11.28,2347,3682
Flying Dutchman ,11.31,2847,3352
Stealth Ship ,11.89,1197,3357
Black Pearl ,11.76,1981,3306
Starfish  ,11.98,1911,3747
Elizabeth Dane ,12.21,2780,3800
