Name,Arrival Time,TEU,Waiting Cost
HMS Defiant ,0.3,2849,3990
HMS Torrin ,0.52,2469,3453
USS Thunderfish ,0.73,1617,3949
SS Claridon ,0.95,1406,3258
Arabella ,1.28,2504,3858
Deep Quest  ,1.49,1808,3877
Hai Peng ,1.89,2618,3250
SS Minnow Johnson  ,1.91,1739,3084
Proteus  ,2.25,2013,3793
MS Ergenstrasse ,2.58,1153,3910
Ghost ,2.88,1825,3286
St. Georges ,3.08,2764,3679
Rights-of-Man ,3.2,1972,3035
Patna ,3.54,1096,3199
SS Claridon ,3.83,1373,3857
USS Starfish ,4.06,1939,3508
Black Swan ,4.15,1441,3292
SS Happy Wanderer ,4.28,1104,3952
USS Reluctant ,4.9,2955,3354
USS Tiger Shark ,4.77,1103,3089
SS Essess  ,5.4,1419,3859
USS Sea Tiger ,5.65,1063,3110
Stealth Ship ,5.62,2228,3308
Empress ,6.0,1884,3592
USS Davies ,6.42,2254,3259
Black Pearl ,6.66,2149,3892
Benthic Explorer ,6.78,2566,3062
Albatross ,7.17,2541,3764
Deep Quest  ,6.95,1174,3710
HMS Endeavour ,7.59,1689,3794
USS Tiger Shark ,7.98,1025,3162
Immer Essen ,8.18,1315,3690
Sea Cliff  ,8.25,2109,3938
Morning Star ,8.56,1154,3150
USS Haynes ,8.8,1847,3980
HMS Devonshire ,8.89,1309,3597
Geronimo ,9.23,1665,3830
USS Montana ,9.53,2972,3509
SSN Ulysses ,9.91,1616,3374
SS Princess Irene,9.85,1165,3884
St. Georges ,10.28,2086,3179
African Queen ,10.49,2839,3408
Yellow Submarine ,10.44,1230,3513
USS Copperfin ,11.32,1383,3526
Jenny ,11.05,2229,3179
HMS Avenger ,11.33,1971,3021
St. Georges ,11.58,2610,3710
Dulcibella ,12.02,1382,3900
USS Valhalla ,12.12,2071,3748
Poseidon ,12.15,2714,3024
