Name,Arrival Time,TEU,Waiting Cost
SS Happy Wanderer ,0.18806049140353417,1996,3516
USS Charleston  ,0.3797103969851154,1208,3696
USS Scotia  ,0.5141624501046218,1259,3209
Flying Dutchman ,0.7557615848928876,1698,3261
USS Echo ,1.024478267634607,2143,3354
HMS Saltash Castle ,1.1792518980793283,1334,3677
USS Echo ,1.2777830197547926,1617,3883
SSNR Seaview ,1.5560002405312687,2135,3122
Batavia Queen ,1.8006584583194203,1271,3497
Pequod ,2.027402536670564,2313,3529
Aeolus ,2.27158759908604,2456,3997
Brandenburg ,2.3455918724696625,2230,3296
SS Sea Witch ,2.5335902768474825,2993,3369
HMS Defiant ,2.657984280766727,1349,3686
SS Minnow Johnson  ,2.883740855373135,1188,3125
USS Tigerfish ,3.0780727375176804,2338,3205
USS Valhalla ,3.4677226366081166,2274,3582
African Queen ,3.6195104619552585,2558,3084
Rachel ,3.7416838045440612,1631,3036
USS Lansing ,3.9398290975718187,1193,3362
IJN Shinaru ,4.4063967931164125,1864,3272
HMS Sherwood  ,5.053599942502004,2997,3916
Sea Star ,5.288560930882897,1880,3508
USS Montana ,5.533349052569268,2559,3813
Black Pearl ,5.883297733683677,1866,3823
HMS Bedford ,6.04021410306895,1747,3034
SS Chiku Shan ,6.24468652152266,1400,3301
Deep Quest  ,6.652037642049673,2772,3353
St. Georges ,7.068225851071128,1134,3718
USS Scotia  ,7.219768534898329,1063,3302
HMS Venus ,7.348456259549246,2482,3531
Aquanaut 3  ,7.513121908021731,1289,3296
HMS Venus ,7.615733528046988,2294,3432
Argonautica ,7.889834119831855,2805,3097
Orca ,8.480074385977549,1653,3620
HMS Sea Tiger ,8.717393510864985,1262,3516
SSNR Seaview ,8.864984961993342,2356,3149
SS Happy Wanderer ,9.12581886709914,1847,3538
HMS Solent  ,9.607553387079838,2071,3707
USS Echo ,9.752396542172185,1457,3522
Albatross ,10.07614755264114,1535,3664
Red Dragon  ,10.301448397247485,2734,3119
HMS Victoria ,10.371986412022498,2227,3065
USS Stingray  ,10.46576656285908,1983,3762
Elizabeth Dane ,10.720563864900056,2447,3732
Deep Quest  ,10.889734152526227,1649,3793
Red Witch ,11.038222177297627,2466,3843
Nathan Ross ,11.161178674024043,1580,3529
HMS Devonshire ,11.253073084664528,1311,3234
Love Nest ,11.549202710233708,2863,3936
