Name,Arrival Time,TEU,Waiting Cost
Saracen ,0.21,2019,3994
HMS Sea Tiger ,0.46,2215,3092
Angelina  ,0.72,2182,3427
USS Haynes ,0.97,2241,3711
Wonkatania ,1.42,1941,3505
Red October ,1.57,1702,3972
Altair ,1.78,2855,3751
Yellow Submarine ,1.95,2959,3964
USS Poseidon ,2.29,2528,3244
HMS Devonshire ,2.49,2265,3083
USS Aspen ,2.87,2618,3220
USS Bedford ,2.96,2624,3902
Reaper  ,3.26,1498,3333
Pequod ,3.3,2210,3495
Aeolus ,4.11,2799,3111
HMS Defiant ,3.87,1522,3428
USS Copperfin ,4.11,1033,3804
SS Minnow Johnson  ,4.66,1106,3032
Ulysses ,4.72,1028,3985
HMS Endeavour ,4.94,2102,3042
USS Tiger Shark ,5.38,1074,3758
Disco Volante ,5.63,1486,3736
USS Sawfish ,5.85,1548,3623
HMS Defiant ,6.07,1429,3764
African Queen ,6.08,1058,3464
SS Minnow Johnson  ,6.38,1643,3778
HMS Defiant ,6.69,1491,3727
Elizabeth Dane ,7.05,1348,3859
Nautilus ,7.25,2654,3424
HMS Sherwood  ,7.58,1264,3422
Sea Star ,7.88,2285,3028
Nathan Ross ,7.81,2318,3827
Argo ,8.11,1606,3794
Ning-Po  ,8.58,1408,3606
USS Abraham Lincoln ,8.82,1521,3253
The Henrietta  ,8.97,2784,3918
Pequod ,9.2,1067,3338
Dulcibella ,9.68,1739,3806
Orca ,9.7,1483,3937
SS Goliath ,10.29,1789,3688
Rachel ,10.44,2352,3550
USS Charleston  ,10.72,1790,3538
USS Tiger Shark ,10.65,1191,3501
USS Belinda ,11.04,2215,3144
Nautilus ,11.21,1911,3258
Red October ,11.43,1501,3093
Gloria N ,11.89,2823,3562
USS Starfish ,11.79,1135,3902
USS Thunderfish ,12.11,2897,3099
Black Hawk ,12.35,2891,3741
