Name,Arrival Time,TEU,Waiting Cost
Patna ,0.31,2995,3916
HMS Viperess ,0.53,1179,3377
Morning Star ,0.73,2069,3488
USS Intrepid ,1.04,1493,3455
Black Swan ,1.25,1820,3791
SS Sea Witch ,1.36,1559,3486
The Henrietta  ,1.86,2691,3642
Dulcibella ,2.2,1167,3630
HMS Endeavour ,2.28,2598,3255
SS Venture ,2.57,1836,3932
Arabella ,2.73,1830,3349
Hai Peng ,2.97,1129,3220
HMS Solent  ,3.35,2499,3322
Academic Vladislav Volkov ,3.45,2730,3270
Gloria N ,3.84,1400,3281
USS Lansing ,4.02,1761,3826
HMS Saltash Castle ,4.13,2785,3194
Empress ,4.5,1481,3130
USS Copperfin ,4.92,2196,3429
USS Reluctant ,4.82,2159,3385
HMS Lydia ,4.98,2541,3794
HMS Shag at Sea  ,5.65,2631,3613
USS Belinda ,5.72,2160,3234
Albatross ,6.3,2747,3183
Turtle  ,6.18,1013,3724
SS Essess  ,6.15,1619,3031
SS Chiku Shan ,6.81,1603,3382
Hahnchen Maru ,6.95,1892,3119
SS Claridon ,7.3,2168,3827
Albatross ,7.59,1550,3146
Rachel ,7.84,1585,3289
Liparus ,7.86,1691,3194
HMS Endeavour ,8.45,2160,3610
HMS Torrin ,8.9,2706,3902
SS Antonia Graza ,8.57,2409,3921
Stealth Ship ,8.95,1033,3020
USS Echo ,9.53,1711,3807
SS Goliath ,9.85,1351,3886
Starfish  ,9.88,1485,3469
St. Georges ,9.98,1308,3957
USS Starfish ,10.06,1295,3681
Jenny ,10.21,2678,3821
HMS Venus ,10.89,1566,3510
Hahnchen Maru ,11.05,1108,3605
Arabella ,10.93,1266,3486
The Henrietta  ,11.32,2969,3388
Geronimo ,11.56,1250,3591
HMS Bedford ,12.23,2874,3790
HMS Sherwood  ,11.95,2729,3121
USS Abraham Lincoln ,12.45,1152,3878
