Name,Arrival Time,TEU,Waiting Cost
Batavia Queen ,0.17,2375,3446
Yellow Submarine ,0.53,1992,3394
HMS Saltash Castle ,1.03,1496,3812
SS Antonia Graza ,1.11,2261,3861
Aeolus ,1.31,2767,3613
Ghost ,1.47,1196,3459
USS Oakland ,2.11,2359,3902
Morning Star ,2.43,2374,3197
Red Witch ,2.63,2256,3122
The Henrietta  ,2.78,2259,3257
USS Caine ,2.84,1561,3952
MS Ergenstrasse ,2.97,2629,3935
USS Sea Tiger ,3.14,2556,3536
Liparus ,3.27,1847,4007
Altair ,3.56,2294,3759
Caledonia II  ,3.69,2021,3220
USS Sea Tiger ,3.8,2487,3181
Black Hawk ,4.11,2677,3026
Amindra ,4.7,2825,3387
Nathan Ross ,4.89,2027,3376
Mary Deare ,5.02,2143,3815
Saracen ,5.69,2209,3340
Geronimo ,5.85,1321,3549
Batavia Queen ,6.04,2702,2978
HMS Compass Rose ,6.24,2682,3507
HMS Compass Rose ,6.47,2945,3618
Red Dragon  ,6.78,2923,3628
USS Reluctant ,6.97,1663,3835
USS Echo ,7.21,1746,3876
The Henrietta  ,7.33,1221,3141
HMS Solent  ,7.55,1362,3754
Benthic Explorer ,7.61,2016,3790
Deep Quest  ,7.87,2353,3694
Flying Dutchman ,7.94,2065,3662
SS Chiku Shan ,8.19,1559,3488
HMS Solent  ,8.48,1620,3408
HMS Viperess ,8.83,1875,3458
SS Happy Wanderer ,9.01,2613,3788
Brandenburg ,9.29,1788,3844
HMS Solent  ,9.47,1719,3099
HMS Devonshire ,9.64,1218,3195
Hai Peng ,9.82,1503,3719
USS Intrepid ,10.12,2695,3473
Angelina  ,10.36,2428,3538
Caledonia II  ,10.78,1694,3673
USS Belinda ,10.93,2376,4059
Ulysses ,11.46,1095,3761
HMS Saltash Castle ,11.6,2513,3511
Elizabeth Dane ,11.72,2351,3221
USS Valhalla ,11.9,2169,3202
