Name,Arrival Time,TEU,Waiting Cost
SS Princess Irene,0.38,2364,3886
HMS Torrin ,0.53,2510,2951
USS Reluctant ,0.78,2093,3452
Geronimo ,0.89,2339,3498
Geronimo ,1.07,2871,3636
HMS Solent  ,1.44,2066,4037
Jenny ,1.51,2167,3046
HMS Defiant ,1.67,1271,3563
SS Happy Wanderer ,1.96,2565,3602
USS Tiger Shark ,2.03,1101,3901
Amindra ,2.3,1728,3356
USS Intrepid ,2.5,1460,3402
Aeolus ,2.91,2813,3897
Amindra ,3.05,2201,3420
SS Claridon ,3.55,2416,3863
USS Pequod  ,3.74,2108,3487
Q Boat ,4.04,1201,3333
USS Dragonfish ,4.4,1419,3575
Black Hawk ,4.58,2777,3198
Mary Deare ,4.77,2066,3768
SS Essess  ,5.09,2634,3858
Caledonia II  ,5.36,1868,3652
Rob Roy ,5.65,2631,3150
The Inferno ,5.98,1045,3593
Black Pearl ,6.44,1576,3795
Academic Vladislav Volkov ,6.65,2573,3718
Rachel ,6.82,2354,3794
HMS Solent  ,7.38,2539,3773
Edinburgh Trader ,7.92,1918,4057
Altair ,8.22,1457,4037
USS Echo ,8.36,2825,3869
SSN Ulysses ,8.62,2604,3085
USS Poseidon ,8.75,1907,3221
HMS Defiant ,9.22,1777,3593
USS Lansing ,9.6,2843,3674
SS Claridon ,9.9,1125,4057
IJN Shinaru ,10.18,1192,3291
Love Nest ,10.26,1472,3280
The Wanderer  ,10.4,2725,4130
Q Boat ,10.6,2866,3699
SSNR Seaview ,11.03,1465,3708
USS Aspen ,11.31,1212,3594
Ulysses ,11.42,2883,3275
MS Ergenstrasse ,11.53,2417,3919
SS Chiku Shan ,11.67,2347,3011
Yellow Submarine ,11.96,1675,3571
Deep Quest  ,12.46,1062,4198
Argo ,12.65,1838,3329
SS Princess Irene,12.83,1414,2928
Saracen ,13.2,1896,3465
