Name,Arrival Time,TEU,Waiting Cost
USS Oakland ,0.26,2314,3167
Elizabeth Dane ,0.47,2520,3488
HMS Shag at Sea  ,0.73,1899,3767
SS Goliath ,1.01,1371,3407
USS Pequod  ,1.25,1569,3908
Orca ,1.3,2044,3283
USS Starfish ,1.45,2918,4083
Altair ,1.87,1414,3550
Gloria N ,2.0,1546,3972
Stealth Ship ,2.08,1720,3704
Empress ,2.28,1594,3589
HMS Bedford ,2.37,1090,3158
HMS Devonshire ,2.61,1741,3470
SS Goliath ,2.72,2653,3531
HMS Venus ,3.05,1960,3469
USS Pequod  ,3.24,2918,3573
USS Scotia  ,3.46,2841,3183
Turtle  ,3.71,2509,3275
USS Dragonfish ,3.92,1937,3292
Disco Volante ,4.02,1620,3982
Rob Roy ,4.22,1411,3943
Argonautica ,4.4,2749,3581
Elizabeth Dane ,4.55,1324,3376
Wonkatania ,4.68,1251,4133
USS Tigerfish ,5.2,1676,3097
Albatross ,5.38,1224,3932
Mary Deare ,5.79,2089,4020
USS Reluctant ,5.91,2409,3616
HMS Avenger ,6.19,1057,3314
Wonkatania ,6.31,2261,3482
USS Montana ,6.65,1325,3548
USS Reluctant ,7.18,1328,3485
Arabella ,7.33,2725,3698
Argo ,7.57,2159,3320
Angelina  ,7.87,1330,3772
Elizabeth Dane ,8.15,1056,3618
Benthic Explorer ,8.32,2515,3871
Angelina  ,8.38,2716,3859
Caledonia II  ,8.51,2707,3862
U-571  ,8.75,1888,3911
SS Claridon ,8.88,1824,3596
Empress ,9.52,1885,3901
Rachel ,10.24,1200,4338
Pequod ,10.32,2099,3957
Turtle  ,10.75,1829,3566
SS Britannic ,10.93,2106,3801
Patna ,11.11,1542,3660
Benthic Explorer ,11.28,1338,3929
HMS Lydia ,11.39,2868,4106
SS Antonia Graza ,11.76,2682,3785
