Name,Arrival Time,TEU,Waiting Cost
Turtle  ,0.28,2403,3176
Nautilus ,0.42,2653,3386
The Henrietta  ,0.77,1963,3247
USS Reluctant ,1.13,2827,3288
USS Oakland ,1.29,2660,3758
Elizabeth Dane ,1.33,2594,3080
HMS Interceptor ,1.73,1110,3850
Benthic Explorer ,2.06,2319,3828
Belafonte ,2.21,2740,3745
SS Minnow Johnson  ,2.44,1674,3679
USS Sea Tiger ,2.67,2088,3282
Turtle  ,2.89,2123,3825
USS Pequod  ,3.23,1907,3401
USS Pequod  ,3.6,1296,3448
U-571  ,3.81,2003,3635
The Flying Wasp ,3.89,2231,3840
Dulcibella ,4.23,1635,3183
MS Ergenstrasse ,4.5,1069,3197
Altair ,4.79,1108,3062
Glencairn ,5.15,2707,3986
Amindra ,4.93,2213,3232
Ning-Po  ,5.49,2595,3861
U-571  ,5.85,1444,3742
Mary Deare ,6.2,1036,3584
USS Poseidon ,6.27,2171,3543
USS Haynes ,6.35,1610,3076
SS Britannic ,6.59,1519,3009
Red October ,7.07,2467,3096
USS Sawfish ,7.38,2532,3797
USS Dragonfish ,7.3,1124,3447
HMS Lydia ,7.55,2268,3701
SS Sea Witch ,8.04,1898,3259
Red Witch ,8.2,2260,3388
The Inferno ,8.55,1067,3030
Love Nest ,8.88,2785,3664
HMS Interceptor ,8.8,1488,3125
Rob Roy ,9.29,1263,3227
USS Scotia  ,9.24,2449,3533
Dulcibella ,9.84,2157,3948
Immer Essen ,9.86,1017,3715
Brandenburg ,10.55,2649,3410
Flying Dutchman ,9.93,2727,3984
USS Davies ,10.86,2866,3321
SS Andes ,11.21,1682,3616
Academic Vladislav Volkov ,11.11,2969,3868
Love Nest ,11.63,2188,3624
USS Echo ,11.56,1815,3664
Black Hawk ,12.36,1203,3203
USS San Pablo ,12.25,1051,3289
Hahnchen Maru ,12.39,2751,3804
