Name,Arrival Time,TEU,Waiting Cost
HMS Venus ,0.29,2906,3358
USS Sawfish ,0.45,2279,3016
Hai Peng ,0.75,1733,3003
Belafonte ,0.91,1612,3565
SS Crescent Star,1.23,1199,3931
St. Georges ,1.49,1523,3461
SS Happy Wanderer ,1.75,1348,3093
The Wanderer  ,2.17,1988,3420
Dulcibella ,2.21,1805,3165
USS Scotia  ,2.51,2935,3342
USS San Pablo ,2.77,1192,3578
Pequod ,3.04,1048,3998
HMS Chester ,3.08,2214,3857
U-571  ,3.35,1820,3690
Academic Vladislav Volkov ,3.64,1923,3292
Reaper  ,3.87,1700,3493
Rachel ,4.21,1128,3706
Dulcibella ,4.79,1154,3979
U-571  ,4.6,2544,3599
Academic Vladislav Volkov ,4.68,1102,3095
HMS Devonshire ,5.32,2813,3147
St. Georges ,5.64,1502,3137
Proteus  ,5.71,1282,3142
HMS Lydia ,6.0,2428,3091
Immer Essen ,6.21,2167,3776
USS San Pablo ,6.24,1801,3662
Academic Vladislav Volkov ,6.55,2799,3115
Ning-Po  ,7.21,2065,3635
Jenny ,7.27,1498,3897
USS Davies ,7.47,1748,3753
Black Hawk ,7.86,2822,3070
Turtle  ,8.05,2414,3882
USS Charleston  ,8.29,1094,3434
Turtle  ,8.97,1088,3965
HMS Nereid  ,8.6,1619,3367
Hahnchen Maru ,9.34,2130,3600
USS San Pablo ,9.09,1916,3603
SS Crescent Star,9.58,1329,3753
Reaper  ,9.85,1572,3303
Yellow Submarine ,10.05,1630,3217
Mary Deare ,10.19,2402,3695
HMS Devonshire ,10.52,1639,3726
USS Echo ,10.95,2805,3948
USS Caine ,11.27,2384,3699
Argonautica ,11.36,2008,3082
Disco Volante ,11.41,2620,3509
HMS Chester ,11.81,1004,3731
SS Venture ,11.95,1720,3245
Aeolus ,12.34,2387,3159
African Queen ,12.64,1752,3437
