Name,Arrival Time,TEU,Waiting Cost
Ulysses ,0.05,2271,3438
SS Claridon ,0.19,2652,3867
Turtle  ,0.47,1227,3246
Belafonte ,0.88,1442,3845
USS Poseidon ,1.15,1381,4015
USS Tigerfish ,1.45,2201,4090
Acheron ,1.82,2162,3364
Glencairn ,2.11,1524,3359
HMS Sherwood  ,2.43,2139,3316
HMS Solent  ,2.61,1748,3755
Jenny ,2.81,1978,3739
USS Pequod  ,3.09,1770,3486
USS Dragonfish ,3.22,1145,3846
Altair ,3.37,2707,3823
Proteus  ,3.56,2383,4385
SS Claridon ,3.87,2898,3811
HMS Shag at Sea  ,4.19,2618,3616
SSNR Seaview ,4.37,2970,2877
Academic Vladislav Volkov ,4.73,2408,3351
Rob Roy ,4.92,1113,3438
USS Echo ,5.07,2716,3620
Q Boat ,5.26,2530,2967
Hahnchen Maru ,5.49,1410,3673
Ulysses ,5.68,1646,3384
USS Valhalla ,5.82,1262,3625
Glencairn ,6.0,1976,3278
SS Andes ,6.17,2994,4080
USS Abraham Lincoln ,6.54,2952,4215
USS Pequod  ,6.78,2031,4163
Angelina  ,7.11,1557,3563
Turtle  ,7.25,2746,3417
SS Goliath ,7.39,2439,3500
Immer Essen ,7.64,2476,3730
Hahnchen Maru ,7.93,1828,3620
HMS Saltash Castle ,8.2,1190,3369
Brandenburg ,8.53,2570,3866
Red October ,8.66,1436,3294
Glencairn ,9.31,2585,3618
HMS Solent  ,9.46,1881,3937
Reaper  ,9.8,2102,3634
USS Tiger Shark ,10.14,2008,3650
USS Poseidon ,10.46,1164,4003
Patna ,11.01,2837,4404
The Wanderer  ,11.23,1717,3730
Ulysses ,11.3,2989,3644
SS Happy Wanderer ,11.54,2656,3409
USS Oakland ,11.94,2181,3941
Acheron ,12.08,2537,3421
Caledonia II  ,12.42,1404,4191
Rob Roy ,12.89,2434,3054
