Name,Arrival Time,TEU,Waiting Cost
USS Scotia  ,0.42,1407,3917
SS Venture ,0.49,2440,3254
HMS Shag at Sea  ,0.59,2185,3510
USS Davies ,0.87,2809,3152
USS Belinda ,1.14,2046,4092
St. Georges ,1.21,1845,3728
IJN Shinaru ,1.32,1990,3756
SS Antonia Graza ,1.38,1737,3809
USS Charleston  ,1.46,2786,3231
SS Britannic ,1.6,2502,3510
Rights-of-Man ,2.26,2563,4080
USS Bedford ,2.36,1398,3681
USS Tigerfish ,2.57,2140,3608
Mary Deare ,2.74,2986,3717
USS Thunderfish ,2.86,1337,3893
Red Dragon  ,3.41,1087,3464
Morning Star ,3.52,1178,3297
Black Swan ,3.63,1106,3146
SS Britannic ,3.99,2161,3287
Rob Roy ,4.18,2535,3514
Argo ,4.41,2917,3746
Saracen ,5.29,2887,3642
USS Valhalla ,5.6,2564,3730
SS Britannic ,5.74,2348,3258
HMS Viperess ,5.88,2057,3460
Liparus ,6.04,1278,3525
Ghost ,6.51,1906,3964
Academic Vladislav Volkov ,6.82,2263,3417
HMS Avenger ,6.91,1024,3417
Red Witch ,7.06,2375,3647
USS Caine ,7.34,2057,3398
SS Sea Witch ,7.79,1796,3649
HMS Interceptor ,7.9,2917,3862
Edinburgh Trader ,8.14,2174,3405
Saracen ,8.35,2771,3674
Reaper  ,8.74,2323,3675
Elizabeth Dane ,9.03,1604,3551
Acheron ,9.32,1722,4107
Argonautica ,9.56,1446,3789
Poseidon ,10.01,2463,3555
Liparus ,10.32,2339,3802
Mary Deare ,10.88,1320,3809
HMS Sutherland ,11.07,2764,3611
HMS Bedford ,11.26,1165,3644
Hahnchen Maru ,11.6,1331,3722
Ning-Po  ,11.71,2394,3881
USS Caine ,12.18,1160,3476
Pequod ,12.66,2057,3169
Deep Quest  ,13.01,1812,3763
HMS Avenger ,13.75,2673,3639
