Name,Arrival Time,TEU,Waiting Cost
SS Chiku Shan ,0.32,2137,3805
Argonautica ,0.47,1944,3406
Pequod ,0.77,1016,3608
USS Echo ,1.01,2044,3221
Nautilus ,1.14,1991,3847
Black Swan ,1.34,2062,3909
HMS Sherwood  ,1.82,1309,3067
SSNR Seaview ,1.88,1220,3920
Caledonia II  ,2.24,2541,3193
USS Sawfish ,2.64,2617,3561
HMS Shag at Sea  ,2.92,1969,3752
Sea Cliff  ,2.88,1109,3315
USS Reluctant ,3.19,2162,3683
MS Ergenstrasse ,3.5,1063,3157
HMS Solent  ,3.6,1851,3168
SS Minnow Johnson  ,4.1,1050,3237
HMS Sutherland ,4.12,1746,3945
USS Charleston  ,4.41,2746,3561
HMS Endeavour ,4.57,1644,3039
Liparus ,4.77,1869,3493
Liparus ,5.16,2446,3620
SS Sea Witch ,5.55,2361,3647
USS Belinda ,5.6,1153,3819
HMS Saltash Castle ,5.92,2757,3493
Rights-of-Man ,6.33,1840,3134
SS Essess  ,6.37,2764,3725
Pequod ,6.79,2309,3101
SS Britannic ,7.01,2379,3901
USS Belinda ,7.46,1112,3164
Mary Deare ,7.23,1679,3913
African Queen ,7.88,1846,3116
Edinburgh Trader ,8.24,2500,3429
USS Stingray  ,8.2,2630,3784
Nathan Ross ,8.44,1785,3757
Benthic Explorer ,8.89,1860,3305
Liparus ,9.12,2579,3367
USS Starfish ,9.2,2233,3992
HMS Saltash Castle ,9.06,1380,3483
HMS Lydia ,9.94,2736,3175
USS Intrepid ,9.91,2626,3503
HMS Endeavour ,10.05,2055,3426
Albatross ,10.9,2671,3524
SS Britannic ,10.66,1243,3691
Disco Volante ,11.03,2830,3448
HMS Victoria ,10.89,2858,3383
Elizabeth Dane ,11.45,2937,3824
USS Intrepid ,12.09,2940,3687
SS Britannic ,11.8,2207,3239
Love Nest ,12.56,1235,3438
Aquanaut 3  ,12.76,2088,3523
