Name,Arrival Time,TEU,Waiting Cost
HMS Sutherland ,0.13,2839,3850
SS Goliath ,0.35,1887,3598
USS Charleston  ,0.77,2906,3438
HMS Interceptor ,0.86,1105,4092
Hahnchen Maru ,1.24,1926,3850
Academic Vladislav Volkov ,1.62,2026,4232
USS Stingray  ,1.98,2058,3417
USS Sea Tiger ,2.06,1323,4073
USS Sawfish ,2.24,1142,3224
SS Sea Witch ,2.84,2153,3678
HMS Compass Rose ,3.17,2569,3857
Gloria N ,3.45,2980,3711
HMS Endeavour ,3.56,2139,3909
USS Pequod  ,3.68,2377,3389
USS Bedford ,3.78,1787,3751
SS Sea Witch ,3.98,2182,4055
Rachel ,4.17,2718,3531
Dulcibella ,4.54,2471,3684
USS Davies ,4.79,1856,3509
USS Aspen ,5.23,1028,3798
HMS Endeavour ,5.62,2819,3757
USS Scotia  ,5.81,1149,3435
St. Georges ,6.13,2257,3331
Geronimo ,6.23,1771,3467
Black Swan ,6.52,3000,3842
Gloria N ,6.66,1837,3529
USS Pequod  ,6.85,1831,3802
Starfish  ,7.06,1277,3532
Mary Deare ,7.3,1879,3535
SS Goliath ,7.35,1996,3954
Black Hawk ,7.62,2883,3719
Ulysses ,7.73,2465,3449
USS Valhalla ,7.92,2473,3852
HMS Chester ,8.38,1565,3514
USS Stingray  ,8.51,1809,3457
Elizabeth Dane ,8.79,2443,3572
HMS Sutherland ,9.48,2628,3426
SS Goliath ,9.63,1207,3605
Jenny ,9.95,2879,3341
SS Antonia Graza ,10.2,1257,3402
Ulysses ,10.36,2810,3724
Hai Peng ,10.57,1354,3731
Immer Essen ,10.78,1813,3574
USS Caine ,10.98,2239,3332
USS Aspen ,11.21,2739,3842
Sea Cliff  ,11.37,1354,3645
Rachel ,11.77,2973,3376
Jenny ,11.97,2369,3696
The Inferno ,12.19,2018,3857
Patna ,12.32,2425,3550
