Name,Arrival Time,TEU,Waiting Cost
SS Chiku Shan ,0.2,1441,3548
SS Antonia Graza ,0.48,2480,3891
Stealth Ship ,0.75,2645,3791
USS Stingray  ,0.94,1259,3190
U-571  ,1.24,2278,3392
SS Antonia Graza ,1.58,1708,3732
Arabella ,1.7,2345,3827
Elizabeth Dane ,2.07,2072,3450
USS San Pablo ,1.99,2742,3216
Proteus  ,2.71,1014,3800
Argo ,2.55,1360,3080
Rights-of-Man ,3.17,2054,3669
SS Crescent Star,3.28,2460,3883
HMS Sherwood  ,3.62,1322,3662
SS Sea Witch ,3.75,2021,3984
HMS Saltash Castle ,3.8,2381,3804
Academic Vladislav Volkov ,4.31,1909,3587
USS Sea Tiger ,4.5,2511,3785
USS Pequod  ,4.93,1699,3424
Glencairn ,4.93,2586,3061
Sea Star ,5.24,1471,3242
HMS Lydia ,5.6,1708,3089
Ghost ,5.75,2931,3193
Altair ,6.19,1664,3907
Red Dragon  ,6.37,2731,3645
Patna ,6.73,2400,3688
Argo ,6.9,2803,3664
USS Valhalla ,7.17,2239,3879
Red Witch ,7.18,1203,3931
SS Britannic ,7.71,2359,3389
The Henrietta  ,8.02,1686,3532
Dulcibella ,8.28,2739,3105
Rob Roy ,8.22,2565,3960
USS Davies ,8.65,1346,3741
Aeolus ,8.79,1163,3862
Academic Vladislav Volkov ,8.84,1398,3154
HMS Endeavour ,9.23,2293,3391
Liparus ,9.85,2267,3622
USS Dragonfish ,9.76,1882,3089
Red October ,10.2,1546,3805
USS Bedford ,9.95,1708,3130
Hai Peng ,10.49,2949,3586
USS Belinda ,10.55,1542,3307
Academic Vladislav Volkov ,11.16,1415,3330
Jenny ,10.72,1228,3184
Disco Volante ,11.28,1186,3855
Amindra ,11.84,2309,3113
HMS Lydia ,11.97,2020,3856
USS Copperfin ,12.19,1514,3710
The Flying Wasp ,12.86,1092,3487
