Name,Arrival Time,TEU,Waiting Cost
HMS Sutherland ,0.31,1172,3311
Academic Vladislav Volkov ,0.46,2113,3742
Saracen ,0.62,2743,3196
USS Abraham Lincoln ,0.83,2264,3794
Deep Quest  ,1.44,2483,3166
HMS Shag at Sea  ,1.53,2132,3722
HMS Endeavour ,1.99,2053,3494
SS Antonia Graza ,2.14,2431,3773
SS Essess  ,2.33,1314,3849
Yellow Submarine ,2.63,1035,3994
USS Dragonfish ,2.98,1658,3733
USS Dragonfish ,3.5,1338,3144
MS Ergenstrasse ,3.65,1822,3858
Jenny ,3.92,1170,3291
USS Reluctant ,4.2,2295,3757
USS Oakland ,4.62,2754,3525
Black Hawk ,4.78,1641,3425
Hai Peng ,5.19,2288,3721
HMS Lydia ,5.75,1256,3823
HMS Avenger ,5.93,2415,3575
The Flying Wasp ,6.03,2923,3367
Empress ,6.15,2202,3713
SS Venture ,6.42,1676,3465
SS Claridon ,6.66,2502,3662
U-571  ,6.88,2187,3251
The Henrietta  ,7.07,2113,4267
USS Scotia  ,7.26,1712,3328
HMS Bedford ,7.37,2904,3767
Belafonte ,7.48,1933,3251
Orca ,7.88,1314,3559
HMS Endeavour ,8.07,1759,3982
HMS Viperess ,8.13,2400,3732
Starfish  ,8.25,2054,3127
Caledonia II  ,8.44,1879,3929
Ning-Po  ,8.62,2364,3874
HMS Avenger ,8.83,1705,3909
SS Minnow Johnson  ,9.13,2242,3246
Glencairn ,9.29,1815,3614
HMS Chester ,9.37,1778,3090
USS Tiger Shark ,9.43,1492,3362
Argonautica ,9.81,1554,3672
USS Intrepid ,10.03,1182,3890
SS Sea Witch ,10.29,2374,3714
Geronimo ,10.43,2069,3074
USS Starfish ,10.69,2041,3253
USS Pequod  ,10.84,2267,3585
SS Chiku Shan ,11.14,2084,3445
USS Sawfish ,11.27,1478,3281
USS Caine ,11.44,2297,3412
HMS Endeavour ,11.65,2323,3193
