Name,Arrival Time,TEU,Waiting Cost
Orca ,0.23,1313,3647
Flying Dutchman ,0.44,1718,4015
USS San Pablo ,0.67,2401,3949
Aeolus ,0.95,1264,3720
USS Reluctant ,1.04,1575,3537
HMS Shag at Sea  ,1.26,1215,3911
USS Copperfin ,1.6,2255,3998
USS Tiger Shark ,1.74,2012,3840
Mary Deare ,1.97,2263,3348
USS Pequod  ,2.06,1801,3553
Geronimo ,2.27,2266,3643
HMS Solent  ,2.33,1267,3395
Benthic Explorer ,2.82,1140,3803
Morning Star ,3.16,1260,3167
HMS Lydia ,3.44,2937,3931
Pequod ,3.61,2935,3690
Orca ,3.8,2617,3569
SS Crescent Star,4.14,1637,3666
IJN Shinaru ,4.36,1781,3365
HMS Sea Tiger ,4.45,1164,4025
Q Boat ,4.52,2645,3948
USS Dragonfish ,4.63,1544,3571
USS Caine ,4.91,1074,3621
Jenny ,5.11,1230,3314
Glencairn ,5.31,1933,3565
HMS Lydia ,5.6,2459,3684
HMS Interceptor ,5.74,2361,3592
Rights-of-Man ,5.97,2270,4175
Amindra ,6.31,2324,3699
USS Valhalla ,6.37,1089,3028
African Queen ,6.54,1893,3817
Angelina  ,6.68,2262,3959
SS Claridon ,7.22,1732,3353
HMS Bedford ,7.53,1206,3672
USS Echo ,8.12,1886,3654
SS Britannic ,8.31,1359,3391
USS Bedford ,8.71,1610,3434
USS Charleston  ,8.83,1090,3885
HMS Interceptor ,9.01,2939,3360
Morning Star ,9.31,2405,3636
USS Pequod  ,9.55,2725,3669
USS Pequod  ,9.71,2474,3746
HMS Nereid  ,9.9,1471,4283
Elizabeth Dane ,9.98,2374,3889
Glencairn ,10.18,2671,3710
HMS Sherwood  ,11.18,1230,3659
Starfish  ,11.3,2627,3949
Proteus  ,11.41,1505,3939
Aeolus ,11.52,2704,3441
HMS Sea Tiger ,11.63,1966,4236
