Name,Arrival Time,TEU,Waiting Cost
SS Claridon ,0.27,1506,3733
USS Lansing ,0.48,2817,3375
SS Claridon ,0.7,2771,3402
Hahnchen Maru ,1.06,2669,3526
Ulysses ,1.27,1256,3773
USS Poseidon ,1.43,2169,3560
USS Caine ,1.7,2825,3852
Q Boat ,2.06,2894,3202
Amindra ,2.32,1046,3422
SS Venture ,2.54,2871,3635
Pequod ,2.87,1151,3421
Morning Star ,2.94,1485,3111
Patna ,3.19,1660,3099
Yellow Submarine ,3.4,2932,3967
HMS Victoria ,3.86,2421,3430
HMS Sea Tiger ,4.04,2266,3781
St. Georges ,4.33,1897,3909
Geronimo ,4.33,2372,3822
HMS Torrin ,4.83,1136,3083
Academic Vladislav Volkov ,5.12,2864,3651
USS Copperfin ,5.12,2988,3984
Poseidon ,5.18,2586,3346
Black Swan ,5.83,1504,3260
Nathan Ross ,6.04,2840,3991
USS Belinda ,6.34,1482,3165
The Flying Wasp ,6.29,1476,3164
Acheron ,6.64,2568,3358
USS Tigerfish ,6.75,1941,3186
USS Abraham Lincoln ,7.25,2068,3370
USS Starfish ,7.7,1197,3501
Flying Dutchman ,7.63,1589,3095
Red Dragon  ,7.95,2347,3312
Aeolus ,8.51,1942,3320
Belafonte ,8.58,1598,3394
Nathan Ross ,8.81,2402,3956
USS Intrepid ,8.77,1224,3289
SS Antonia Graza ,9.03,2534,3534
Rob Roy ,9.17,1023,3682
Academic Vladislav Volkov ,9.65,2405,3901
Gloria N ,9.99,2257,3894
USS Aspen ,10.24,1401,3058
HMS Defiant ,10.6,2186,3713
Angelina  ,10.81,1322,3602
Stealth Ship ,10.59,1705,3568
Dulcibella ,11.55,1905,3434
SSNR Seaview ,11.19,2210,3677
Proteus  ,11.7,2912,3842
Arabella ,11.83,1046,3982
Argonautica ,12.21,1710,3408
Aeolus ,12.45,1504,3462
