Name,Arrival Time,TEU,Waiting Cost
USS Echo ,0.28,2787,3975
HMS Lydia ,0.52,2999,3442
Hai Peng ,0.82,1037,3748
USS Caine ,1.06,2530,3533
Proteus  ,1.31,1174,3769
HMS Avenger ,1.49,2810,3796
USS Valhalla ,1.83,2231,3448
USS Valhalla ,1.92,2661,3674
Morning Star ,2.21,2822,3037
SS Minnow Johnson  ,2.49,2398,3400
Amindra ,2.86,1108,3543
USS Dragonfish ,3.09,2159,3019
The Henrietta  ,3.26,2417,3140
Acheron ,3.44,1387,3759
Argonautica ,3.73,1484,3830
USS San Pablo ,4.08,2345,3680
Red Dragon  ,4.0,2645,3935
Black Swan ,4.52,2695,3710
Deep Quest  ,4.69,2825,3469
USS Intrepid ,5.0,2339,3049
Aeolus ,5.46,1667,3227
Benthic Explorer ,5.33,2654,3037
USS Starfish ,5.8,1940,3529
U-571  ,6.01,2046,3481
USS Aspen ,6.19,2671,3737
SS Princess Irene,6.73,1908,3317
The Henrietta  ,7.12,2725,3645
African Queen ,7.03,1429,3938
HMS Sutherland ,7.16,2108,3433
Saracen ,7.81,1645,3383
Turtle  ,7.61,2218,3795
HMS Saltash Castle ,8.03,2705,3140
Sea Star ,8.22,2829,3702
HMS Victoria ,8.38,1805,3406
St. Georges ,8.88,2992,3449
Caledonia II  ,9.06,2673,3357
Proteus  ,9.44,2911,3581
Wonkatania ,9.61,2794,3669
The Wanderer  ,10.16,1179,3785
Saracen ,10.43,1181,3818
SS Princess Irene,10.24,1996,3422
Arabella ,10.41,1807,3697
USS Starfish ,10.33,2797,3384
SS Sea Witch ,10.6,2138,3347
USS Sawfish ,11.19,1687,3884
Morning Star ,11.83,2335,3907
Hahnchen Maru ,11.89,1777,3223
USS Lansing ,11.57,1965,3276
SS Happy Wanderer ,12.3,1031,3969
Amindra ,12.4,1056,3860
