Name,Arrival Time,TEU,Waiting Cost
Argonautica ,0.3116557499986789,2547,3067
HMS Venus ,0.5423344153007126,1781,3812
Arabella ,0.9393926384665818,1133,3742
Mary Deare ,1.1223113201763684,1268,3635
Jenny ,1.60571218815501,1638,3843
Wonkatania ,1.7934402009613013,1396,3524
Brandenburg ,2.1037093998584204,1150,3438
USS San Pablo ,2.5285673653823784,2952,4125
Red Dragon  ,2.770764973256273,2471,3963
USS Intrepid ,3.0227329727779315,1734,3604
Mary Deare ,3.3451640216038085,1577,3701
USS Bedford ,3.6358771992693204,2872,2958
Black Pearl ,3.92636148852226,1089,3820
HMS Venus ,4.061834384551407,1575,3402
USS Intrepid ,4.429414897243197,2964,3386
The Flying Wasp ,4.753414596194105,2458,3923
Edinburgh Trader ,5.066347292844874,2367,3548
USS Abraham Lincoln ,5.5956965812201735,1748,4213
Argonautica ,5.729602432978961,1693,3545
Q Boat ,5.843815313194206,2205,3475
HMS Shag at Sea  ,6.183978624859396,1555,3948
SS Essess  ,6.369839738530793,2546,3810
SS Andes ,6.564588061152014,1918,3851
SS Happy Wanderer ,6.882107116829692,1112,3570
USS Starfish ,7.146154102698805,1431,3569
Geronimo ,7.274228694116195,2433,3324
Elizabeth Dane ,7.571276834501973,2811,3514
HMS Shag at Sea  ,7.851012852130809,1557,3306
HMS Chester ,7.968241347145315,1719,3830
USS Starfish ,8.719842738501267,2296,3728
Immer Essen ,8.888192053519612,2053,3740
HMS Victoria ,9.14433104775537,2888,3637
Sea Cliff  ,9.454544766074033,2296,3806
USS Sea Tiger ,9.951758374360164,1180,3422
SSN Ulysses ,10.428401991781262,2817,3621
Jenny ,10.608947149685147,1893,3376
Rights-of-Man ,10.779249973975455,2552,4119
Aeolus ,11.191237099721585,1386,3944
Liparus ,11.403860594655097,2349,3790
The Flying Wasp ,11.711689900127283,1696,3409
SS Britannic ,11.9504960009121,2587,3240
SS Venture ,12.235553322279712,1620,3217
Saracen ,12.47041421219137,1835,3405
USS Dragonfish ,12.714583039801516,1887,3327
USS Echo ,12.893107726082377,2596,3419
Orca ,13.057357809729952,2043,4597
Benthic Explorer ,13.380308788749165,1362,3691
USS Bedford ,13.578798998814502,1448,3524
U-571  ,13.837560656411906,1389,3324
USS San Pablo ,14.038147977167684,2168,3244
