Name,Arrival Time,TEU,Waiting Cost
Ulysses ,0.18672662371461213,2595,3934
SS Claridon ,0.3792016945368071,2685,3541
HMS Sea Tiger ,1.274863822752311,2131,3277
USS Sawfish ,1.6178316083274171,2584,3829
Patna ,1.758948429428759,2964,4101
HMS Saltash Castle ,1.944615992033293,1971,3915
USS Poseidon ,2.0925707743136863,2751,3109
USS Intrepid ,2.266975752092412,1164,3809
USS Montana ,2.580098525490577,1822,3530
Argonautica ,2.7168444146421233,1070,3779
HMS Bedford ,3.040893859124834,2709,4142
Orca ,3.871619116753453,1196,3657
USS Starfish ,3.9961494804135667,1076,4079
Aquanaut 3  ,4.124727567584152,1771,3921
HMS Saltash Castle ,4.347539984936965,2334,3917
USS Starfish ,4.656901447560867,2044,3605
Amindra ,5.303605845700155,2793,3744
Mary Deare ,5.531484555645276,2386,3283
HMS Chester ,5.828357698483278,1435,3461
Red Witch ,6.319740246553439,2155,3827
USS Belinda ,6.554671343472386,2784,4088
SS Venture ,6.716215620798077,1984,3721
SS Goliath ,6.826873262786246,1463,3447
HMS Saltash Castle ,7.2502234767389835,2709,3499
USS Davies ,7.56878218084446,1338,3339
HMS Interceptor ,7.8715049134431965,2380,3910
Ghost ,8.05591199414786,1006,3959
SS Happy Wanderer ,8.23285722980002,2278,3941
HMS Torrin ,8.376398410127468,1646,3398
Starfish  ,8.549321777996282,1750,3649
The Henrietta  ,8.801678970859394,2204,3545
Reaper  ,8.971476171985026,1405,3924
Black Hawk ,9.149986572170508,1070,3587
HMS Devonshire ,9.352470265816114,2807,2986
USS Dragonfish ,10.016981082938319,1373,3679
SS Happy Wanderer ,10.449194939897263,2457,3830
HMS Lydia ,10.662744874300385,1751,3683
Patna ,11.036306871140452,1008,2872
SS Crescent Star,11.236448416446402,1901,4021
HMS Sherwood  ,11.674535275706386,1126,3693
SS Goliath ,11.947381706835762,2972,3898
Elizabeth Dane ,12.135309556034716,1060,3413
SS Princess Irene,12.27242154508415,2152,3347
USS Tiger Shark ,12.490446206421682,1918,3767
Elizabeth Dane ,12.74887243080608,1188,3487
Rachel ,13.198283424841268,1324,2975
USS Davies ,13.538342732254158,2877,3366
Argonautica ,13.709073982743567,2984,3755
Benthic Explorer ,13.846401365200023,2231,4005
SS Goliath ,14.068178037383028,1382,3729
