Name,Arrival Time,TEU,Waiting Cost
Stealth Ship ,0.3646593229439478,2300,3836
Caledonia II  ,0.5663440866704036,2820,4350
Jenny  ,0.6972648604919218,1941,3108
HMS Nereid  ,1.0005565476174563,1959,3834
Red October ,1.1714898068138784,1060,3792
USS Scotia  ,1.4233325997329938,1251,3253
Red Dragon  ,1.5772205224861438,1109,4129
Proteus  ,1.728646951019461,2209,3713
SS Britannic ,1.9626107949147948,1828,3600
Starfish  ,2.3738113878488796,1577,3990
Stealth Ship ,3.0045876501620277,2662,4036
Arabella ,3.0951359916833385,1504,3409
USS Copperfin ,3.334941182972219,1070,3535
HMS Sutherland ,3.5243479619356277,1991,3786
Black Hawk ,3.7659936414938016,1864,3527
Elizabeth Dane ,3.8954335719600186,2114,3611
Pequod ,4.089154386869304,1867,3387
Sea Star ,4.154542661400918,1834,3635
Amindra ,4.409626141506726,2563,3638
SS Essess  ,4.608614999296483,2131,3207
Amindra ,4.716351776672516,1286,3228
HMS Compass Rose ,5.029087114917616,2632,3762
Morning Star ,5.287830976954843,2452,3722
Yellow Submarine ,5.585561770151213,1055,3470
SS Venture ,5.688290247322336,2429,3448
IJN Shinaru ,6.081484958862016,2695,3064
Turtle  ,6.472930669011832,1300,3511
The Inferno ,6.7227508234128015,2536,3336
SS Princess Irene,7.3159004517859705,1050,3338
USS Echo ,7.393208226258486,1859,3068
Batavia Queen ,7.4574541310461,2212,3745
SS Sea Witch ,7.588417965457351,2297,3425
USS Davies ,7.983337289524066,1036,4109
USS Lansing ,8.216770407321036,2553,3670
USS Davies ,8.541813421114263,1431,3513
Arabella ,8.896846531354788,2415,3975
Black Swan ,9.493745697711113,1310,3939
Glencairn ,9.738060845934848,2289,4238
HMS Solent  ,9.834933542576856,1423,4004
HMS Victoria ,9.904631815995074,2430,3736
HMS Interceptor ,10.337755272971467,1730,3395
Aeolus ,10.52757404794616,2424,3282
SS Venture ,10.771848842984518,2251,3575
Love Nest ,11.111379149615178,1549,4187
USS Charleston  ,11.359335883784771,1699,3185
USS Thunderfish ,11.454500716185446,1835,3634
HMS Viperess ,11.55026397827088,1201,3599
Proteus  ,11.822609974940908,2784,3768
Aquanaut 3  ,11.992436256400651,2143,3217
SS Essess  ,12.120564862712628,2346,3272
