Name,Arrival Time,TEU,Waiting Cost
Nautilus ,0.2502003492188315,2863,3651
Gloria N ,0.49614852755632155,1501,3083
Love Nest ,0.5815306045580102,1691,3433
SS Happy Wanderer ,0.7636773491040604,1703,3464
Argo ,1.0740391117750818,1958,3440
HMS Lydia ,1.1687403748462586,1301,3476
Wonkatania ,1.5952379623516042,1306,3716
Hahnchen Maru ,1.6945059481746862,2444,3341
HMS Solent  ,1.95049415611554,2429,3870
HMS Torrin ,2.112695509370919,2274,3619
SS Crescent Star,2.189344340896066,2501,3497
USS Starfish ,2.3920208792001425,2300,3493
SS Happy Wanderer ,2.470504633479328,1716,3343
Rights-of-Man ,2.5911222676370547,2715,3365
Flying Dutchman ,2.7230576686447265,1709,3844
USS Intrepid ,3.4912093231932584,1667,3558
USS Davies ,3.6338074909621496,1489,3524
Dulcibella ,3.914887793228683,2054,3415
Yellow Submarine ,4.034768252029389,2298,3925
SS Claridon ,5.012788721990963,2315,3111
Nathan Ross ,5.106019278800039,1772,3768
The Henrietta  ,5.43546410426116,2938,3419
USS Belinda ,5.707871504281212,1189,3647
Red Dragon  ,6.264372771595042,2048,3546
USS Pequod  ,6.43995094809013,2102,3725
HMS Solent  ,6.524827652005753,1159,3756
HMS Endeavour ,6.764905574166271,1107,3415
Nautilus ,6.998549738821356,2793,3486
Morning Star ,7.331190776490897,2000,4070
SS Happy Wanderer ,7.5593308038621005,1875,3700
The Wanderer  ,7.735738050499924,2267,3886
HMS Endeavour ,8.106686761895975,1051,3381
Edinburgh Trader ,8.26839411363878,2347,3638
USS Montana ,8.404022273608424,1126,3014
HMS Sherwood  ,8.683812527421187,2452,3443
Aquanaut 3  ,9.017350600716497,2048,3327
USS Aspen ,9.378185747593337,1180,3414
Deep Quest  ,9.49755850811234,1158,3890
Mary Deare ,9.707806133851381,1770,3610
HMS Avenger ,9.874538692033921,2119,3146
Disco Volante ,10.477904998805746,1376,3340
Dulcibella ,10.69247432521365,1226,3814
Sea Star ,10.981098217194717,2089,3295
Reaper  ,11.119967905817312,2509,3445
HMS Endeavour ,11.464634014804624,1252,3520
USS Poseidon ,12.07917809476745,2782,3874
USS Lansing ,12.169848931040319,1721,3616
USS Haynes ,12.30828568518395,1235,3498
HMS Sutherland ,12.715078977216885,2414,2789
SS Venture ,13.002750422449958,2594,3686
