Name,Arrival Time,TEU,Waiting Cost
SS Claridon ,0.4340834518772462,1668,3861
Angelina  ,0.5043823158345402,1272,3938
Edinburgh Trader ,0.7273271603833364,2005,4081
Argonautica ,1.3595189291496637,2155,3626
Altair ,1.5830333562958225,2340,3664
Edinburgh Trader ,1.6970817148561506,2846,3457
Morning Star ,2.0191700646585677,1975,4136
MS Ergenstrasse ,2.54107338637142,1973,3262
HMS Saltash Castle ,2.869140643609772,2877,2748
Yellow Submarine ,3.0223046492680465,1478,3507
The Henrietta  ,3.28129964914326,2318,3293
USS Tiger Shark ,3.576442112239041,2085,3443
USS Thunderfish ,3.8586477235991268,1858,3251
HMS Victoria ,4.012635695019823,2029,3579
SS Essess  ,4.282262729200931,1317,3223
Rights-of-Man ,4.490755100572809,1275,4087
USS Haynes ,4.595324524332604,1741,3535
HMS Lydia ,4.677808632485867,2878,3853
USS Reluctant ,5.211546620871639,2608,3342
Belafonte ,5.302043690873586,1649,3354
The Flying Wasp ,5.493007182199411,1593,3430
Wonkatania ,5.916169024077672,2488,3427
Hai Peng ,6.307398145242306,1178,3175
HMS Endeavour ,6.456183735229822,1235,3565
Rob Roy ,6.726280651880523,1976,4046
Argonautica ,6.834876987483949,2601,3742
HMS Endeavour ,7.249094784141391,2827,3553
U-571  ,7.580164373465425,1812,4058
USS Abraham Lincoln ,7.694756931827384,1204,4224
SS Britannic ,7.984403337153714,1602,3498
USS Echo ,8.346339812236574,1163,3781
Starfish  ,8.583377558564592,2741,3510
Altair ,8.970380183279557,1953,3962
HMS Interceptor ,9.059881331057241,2401,3668
Dulcibella ,9.294875487852366,2853,3020
SS Andes ,9.473068671118186,1938,3043
USS Tiger Shark ,9.71733698868719,2514,3482
Angelina  ,9.938119826194425,2845,3888
SS Essess  ,10.194673801660763,2814,3609
USS Caine ,10.235090346374161,2907,3706
HMS Sutherland ,10.317026866522216,2168,3192
Hahnchen Maru ,10.416987932416028,2039,3293
Q Boat ,10.510940565988415,2700,3643
Hai Peng ,10.660760802382685,2999,3202
Rob Roy ,10.822070402858072,2617,3426
HMS Victoria ,10.90030020385282,1062,4054
The Inferno ,11.156928897164232,2016,3624
SS Minnow Johnson  ,11.430000451504803,1150,3760
Poseidon ,11.569350117781942,2836,3385
Brandenburg ,11.780975461720578,2951,3318
