Name,Arrival Time,TEU,Waiting Cost
HMS Sutherland ,1.088780569501007,1296,4144
Academic Vladislav Volkov ,1.3339788796514576,2504,4249
HMS Viperess ,1.5932994784749517,2943,3713
Geronimo ,1.8251468844221526,2522,3658
Pequod ,2.0549688764752814,1591,3457
Liparus ,2.2964038414725696,2713,3362
Empress ,2.7997120188981635,1729,3536
Sea Cliff  ,3.083922935569574,2746,3703
SS Sea Witch ,3.3531451743280067,2487,3648
Gloria N ,3.7176826246349757,2296,3557
MS Ergenstrasse ,3.9489275378929816,2213,3431
Morning Star ,4.1081307513457785,1317,3648
USS Abraham Lincoln ,4.574082318272193,2465,3719
HMS Lydia ,4.905729228605702,2719,4062
HMS Bedford ,5.103728331247875,2773,3133
USS Dragonfish ,5.366638065167898,2189,3827
USS Sawfish ,5.5734063513093055,1424,3320
USS Lansing ,5.76555832184073,2569,3589
St. Georges ,5.881004411325671,2522,4134
U-571  ,6.145149522196022,1281,3351
Reaper  ,6.833459311982414,2998,4189
USS Tiger Shark ,7.184354417323917,2493,3487
Red October ,7.491099146084254,1983,4175
IJN Shinaru ,7.63090590779386,1904,3442
USS Dragonfish ,8.001119507271596,1366,3840
USS Scotia  ,8.109168658452097,1052,3235
Red Dragon  ,8.249037950836092,2562,3250
Black Swan ,8.545088115768,1688,3689
Rob Roy ,8.781033400781972,2783,3182
HMS Sea Tiger ,9.042357854661786,2886,3983
Turtle  ,9.186394242943015,2761,3959
Red October ,9.489662593775737,1950,3196
USS Caine ,9.790615398436293,2062,3541
Elizabeth Dane ,10.163648795237254,2538,3795
Red Dragon  ,10.58589698867085,1980,3578
Patna ,10.872310707352248,1017,3095
HMS Torrin ,11.099336696926002,2290,2959
Rachel ,11.26803215474139,1269,3737
USS Scotia  ,11.469992093564787,1275,3966
Reaper  ,11.54734022272263,2158,3721
African Queen ,11.591967519000676,2651,3555
The Henrietta  ,11.744898395773093,1573,3279
SS Essess  ,11.913045564825428,1742,3218
SS Princess Irene,12.23385547948083,2639,3980
Starfish  ,12.661063929556459,1370,3628
USS Aspen ,12.910265752015487,2060,3590
HMS Torrin ,13.26451305603006,2779,3356
Rights-of-Man ,13.448442812489732,1473,3426
Q Boat ,13.666020678054988,2859,3545
Black Swan ,13.854678260959131,1909,3574
