Name,Arrival Time,TEU,Waiting Cost
Ning-Po  ,0.1823893643010938,1971,3448
African Queen ,0.381108487580158,1613,3350
HMS Viperess ,0.7479215369988446,1737,3687
Yellow Submarine ,1.032372588470119,2466,3451
HMS Solent  ,1.3016866516362335,2989,4062
Elizabeth Dane ,1.4151706184251172,1014,3982
Glencairn ,1.6782676898347413,2553,3878
Jenny ,1.8266598036556017,2369,3486
HMS Viperess ,1.9123562510989534,1738,3077
HMS Venus ,2.1301679470401287,2473,3717
Red Dragon  ,2.323338572353363,2054,3922
Orca ,2.6764067149341884,1280,3724
Sea Cliff  ,2.8888436194446045,1736,4127
HMS Venus ,3.138876835912071,1449,3564
USS Pequod  ,3.2619908248280107,2397,3752
Albatross ,3.4086381263962493,2624,4225
Albatross ,3.5297178497539905,1433,3875
Hai Peng ,3.6348716430760133,2229,2847
Orca ,4.013358472939918,2796,3879
USS Tiger Shark ,4.164435880583811,1071,3311
USS Pequod  ,4.398010517360128,1832,4231
USS Starfish ,4.498768611480798,2327,4239
HMS Sherwood  ,4.855055562395078,1180,3803
USS Tigerfish ,5.0651755140171595,2207,3328
Ning-Po  ,5.13928895959359,1207,3980
SS Princess Irene,5.463006264292704,1600,3526
Albatross ,5.626180895195377,2630,3285
HMS Torrin ,5.898265624589591,1136,3362
Liparus ,6.17115212953774,1118,3115
USS Caine ,6.435614472364213,1883,3766
USS San Pablo ,6.687959891123402,1701,4286
Proteus  ,6.819072465097129,1068,4000
Black Pearl ,6.95114431294343,2149,3405
USS Valhalla ,7.0896020323826185,2643,3981
SS Minnow Johnson  ,7.221223021871591,2265,3709
Orca ,7.398312456563513,1179,3789
USS Tigerfish ,7.5397708162714965,1325,3558
USS Copperfin ,7.821581987503426,1281,2971
HMS Sutherland ,7.883329587484682,1722,3529
Benthic Explorer ,8.530027506981314,1242,3352
Glencairn ,8.925312126200119,2400,3710
Ning-Po  ,9.119711906030096,1685,3643
HMS Sea Tiger ,9.735212095190416,2422,3907
Black Hawk ,9.870094052132476,2269,4109
USS Poseidon ,10.12671275964698,1496,3549
African Queen ,10.258554510979232,1738,3706
Sea Cliff  ,10.585330417679947,1172,3601
Pequod ,10.811902933085666,2696,3602
Hai Peng ,11.079285264723588,1041,3449
USS Abraham Lincoln ,11.236628549284367,1491,3856
