Name,Arrival Time,TEU,Waiting Cost
African Queen ,0.4905019607483891,1967,3302
Altair ,0.6860072499700459,1661,3716
Argo ,0.9441256886182816,2508,3802
MS Ergenstrasse ,1.3016213604511429,1407,3567
Hai Peng ,1.5061084255701442,1824,3889
Black Swan ,1.6297795568996019,2578,3336
USS Intrepid ,1.8221157105954506,2276,3683
Acheron ,1.961951418678973,1638,3330
Arabella ,2.1472347631826194,1579,3672
SS Essess  ,2.380370342928248,1226,3426
SS Antonia Graza ,2.5091867298193544,2383,3423
USS Tigerfish ,2.657046294488932,1504,3840
Angelina  ,2.872412273476836,1468,4125
Love Nest ,3.133887279489428,1323,3260
SS Happy Wanderer ,3.3070167421446537,2454,3698
Gloria N ,3.738781107159048,2369,3701
USS Echo ,3.8965228650485635,2042,4233
Argo ,4.571929662936517,1372,3209
HMS Victoria ,4.841595266244231,1979,3461
HMS Sutherland ,4.909471885648302,2533,3393
Brandenburg ,5.21141095091299,1808,4039
Sea Cliff  ,5.463214511037925,1094,3323
USS Sea Tiger ,5.614543858534388,2358,3626
SSNR Seaview ,5.967511092224211,1103,3273
African Queen ,6.271290243278383,2002,3770
SS Essess  ,6.429196697533536,2432,3780
Empress ,6.603325117114943,2779,3459
Sea Cliff  ,6.667641760717922,2566,3871
HMS Sutherland ,6.73372193427961,1897,3726
USS Lansing ,6.822568097322642,2237,3512
Sea Cliff  ,7.091713750559241,2300,3434
HMS Torrin ,7.311920094185494,2797,3181
Geronimo ,7.426023776682564,1564,3322
USS Stingray  ,7.690574246022572,2591,4284
Saracen ,7.856053078808647,2527,3736
Saracen ,8.263553157757954,1666,2957
SS Venture ,8.464247269959847,1766,3512
SS Sea Witch ,9.023493620891665,2150,4143
Argonautica ,9.165960291140717,1275,3489
SS Britannic ,9.335931459084188,2875,3837
Saracen ,9.489061006142874,2268,3750
USS Abraham Lincoln ,9.763115571178558,2596,3344
Argo ,9.959652928300962,1606,3089
SS Claridon ,10.131384287950874,1418,3363
Acheron ,10.25955630283034,2045,4507
Poseidon ,10.64137406072374,1353,3115
USS Stingray  ,10.895803654270882,1169,3776
Gloria N ,11.192005607318814,1646,3669
Rights-of-Man ,11.456923149958367,2040,3330
Stealth Ship ,11.622414473954677,2275,3577
