Name,Arrival Time,TEU,Waiting Cost
Geronimo ,0.25021508016983846,2846,3654
Rights-of-Man ,0.319064700234214,2159,4005
SSNR Seaview ,0.8521275248352735,2008,3313
Angelina  ,0.9261903717354505,1986,3582
Belafonte ,1.2056159969088607,2064,3330
Disco Volante ,1.2652147347986,2104,3272
Benthic Explorer ,1.4281293233303254,1168,4172
Mary Deare ,1.569792975426574,2776,3624
Deep Quest  ,1.6163005531496182,2212,3729
HMS Sea Tiger ,1.8523001095877747,1737,3650
Yellow Submarine ,2.25842403209011,1054,3344
USS Tigerfish ,2.456934497383839,2491,3324
USS Haynes ,2.8374770788626935,2032,3616
Ning-Po  ,3.0436511704556173,1262,3282
USS Pequod  ,3.154517367201731,2704,3406
Hai Peng ,3.4079185910861196,1077,3353
USS Reluctant ,3.9547241072923303,1994,3360
USS San Pablo ,4.002721511488119,2217,3257
Elizabeth Dane ,4.1068666584070606,2080,3484
Aeolus ,4.244093286656085,2125,3345
Arabella ,4.51984827739226,2617,3590
USS Davies ,4.715733841290896,1948,3977
USS Starfish ,5.074255670176368,2141,4380
SS Britannic ,5.164754187994167,2282,3445
SS Essess  ,5.4708876360127405,1743,3788
HMS Torrin ,5.735998266927035,2169,2960
HMS Devonshire ,5.905543162363503,2813,3619
Orca ,6.093967593917798,2190,3652
SS Sea Witch ,6.360825800327661,1138,3284
Nautilus ,6.636181090174547,2661,3218
HMS Sea Tiger ,6.776923798387593,2904,4273
Flying Dutchman ,6.992282355692054,2927,3872
St. Georges ,7.15577241247066,2547,3556
HMS Saltash Castle ,7.445954659996011,1553,3435
Ghost ,8.092454998923774,2304,3054
Flying Dutchman ,8.244061316063148,1011,3668
MS Ergenstrasse ,8.388509801231283,1021,3621
Angelina  ,8.545616930069947,2280,3569
USS Intrepid ,8.648398242456565,1528,3314
HMS Saltash Castle ,8.718174460882146,2252,3677
Nathan Ross ,9.495359568956,2568,3633
Empress ,9.72465935690352,1415,3148
The Flying Wasp ,10.36684563269049,2222,3601
USS Dragonfish ,10.718303761289123,2436,3477
USS Echo ,10.832759632735806,1619,3685
Sea Star ,11.077320839346486,2452,3570
USS Pequod  ,11.565575460076625,2337,4254
Love Nest ,11.705265412531112,1996,3918
SS Goliath ,11.843826469647729,2101,3350
Red Dragon  ,11.96973959637953,1258,3857
