Name,Arrival Time,TEU,Waiting Cost
USS Davies ,0.16796777532699694,2188,2986
HMS Torrin ,0.5511853079344312,2052,3253
Liparus ,0.704008633639341,1159,3558
Batavia Queen ,0.8252391178886956,2030,3284
SS Goliath ,1.0063450125878695,1118,3637
Q Boat ,1.1634882906274973,2783,3859
Benthic Explorer ,1.7365510183516792,1561,3714
USS San Pablo ,1.8877625525701327,2342,3308
Gloria N ,2.0343796277905444,2493,3390
Caledonia II  ,2.154410514737299,1806,3639
Academic Vladislav Volkov ,2.3099371567282243,1909,3629
Aeolus ,2.795772969420415,2628,3345
Black Swan ,2.9542841506059476,2092,3702
HMS Saltash Castle ,3.1617693161213527,1894,3473
The Flying Wasp ,3.8669674989846103,1436,3784
SS Antonia Graza ,4.143459428577179,2692,3767
USS Stingray  ,4.283646700241283,2866,3966
SS Antonia Graza ,4.418494907848023,1130,3462
The Inferno ,4.53637407942987,1000,3939
Proteus  ,5.084309555219766,2303,3147
Argo ,5.241306249525886,1552,3624
HMS Victoria ,5.401003166052469,1432,3428
SS Chiku Shan ,5.523620221263111,2047,4160
IJN Shinaru ,5.9696502001675285,1407,3224
USS Tigerfish ,6.181523943020984,1231,3380
Starfish  ,6.576516692425225,2302,2975
The Henrietta  ,6.810762137741209,1438,3461
HMS Avenger ,7.02727413949461,1475,3857
Aquanaut 3  ,7.267208398400177,2188,3134
SS Happy Wanderer ,8.208518061981968,2711,3727
HMS Defiant ,8.611947630799982,2241,3532
Starfish  ,8.880120503021134,2950,4230
HMS Devonshire ,9.110855000078509,2126,3222
SS Antonia Graza ,9.24013989784929,2600,2949
HMS Endeavour ,9.339241639300866,1939,2646
Acheron ,9.488102463327113,1827,3766
Wonkatania ,9.808480594009337,1208,3407
IJN Shinaru ,10.010671412272934,2067,3566
HMS Nereid  ,10.163895926098943,2835,3308
Poseidon ,10.790858670634988,2071,3601
Sea Cliff  ,11.165430878456132,2455,3700
The Inferno ,11.457035182467447,1434,3615
SS Goliath ,12.03963021721624,2376,3515
USS Stingray  ,12.198591059538304,2491,3550
USS Aspen ,12.449263133346246,1726,3792
Immer Essen ,12.728347968927318,1364,3361
USS Poseidon ,12.939302164604783,2958,3556
Amindra ,13.29471829836559,2078,3356
Dulcibella ,13.411680457950494,2428,3900
Reaper  ,13.513085745707382,2918,3835
